Estabelecimento	Data	Série	Número do Documento	Participante	CFOP	Tributo	CST	Alíquota	Base de Cálculo	Valor Tributado	Valor Isento	Valor Outros
1	8/3/2011	5	0076197	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/3/2011	UN	0077777	12704	1101	ICMS	00	17.00	500.00	85.00	0.00	0.00
1	8/3/2011	UN	0077777	12704	1101	IPI	01	0.00	0.00	0.00	0.00	500.00
1	8/3/2011	UN	0077777	12704	1101	PIS	06	0.00	500.00	8.25	0.00	0.00
1	8/3/2011	UN	0077777	12704	1101	COFINS	06	0.00	500.00	38.00	0.00	0.00
1	8/3/2011	UN	0088881	12704	1101	ICMS	00	17.00	200.00	34.00	0.00	0.00
1	8/3/2011	UN	0088881	12704	1101	IPI	49	0.00	0.00	0.00	0.00	200.00
1	8/3/2011	UN	0088881	12704	1101	PIS	06	0.00	200.00	0.00	0.00	0.00
1	8/3/2011	UN	0088881	12704	1101	COFINS	06	0.00	200.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508003	90000032	2202	IPI	02	0.00	0.00	0.00	71.40	0.00
1	8/5/2011	GRAOS	0508003	90000032	2202	PIS	06	0.00	71.40	0.00	0.00	0.00
1	8/3/2011	5	0308111	90000033	2202	ICMS	40	0.00	0.00	0.00	4020.00	0.00
1	8/3/2011	5	0308111	90000033	2202	IPI	02	0.00	0.00	0.00	4020.00	0.00
1	8/3/2011	5	0308111	90000033	2202	PIS	06	0.00	4020.00	0.00	0.00	0.00
1	8/3/2011	5	0308111	90000033	2202	COFINS	06	0.00	4020.00	0.00	0.00	0.00
1	8/3/2011	5	3032014	13	6251	ICMS	51	25.00	2500.00	625.00	0.00	0.00
1	8/3/2011	5	3032014	13	6251	IPI	52	5.00	0.00	0.00	2500.00	0.00
1	8/3/2011	5	3032014	13	6251	PIS	01	1.65	2500.00	41.25	0.00	0.00
1	8/3/2011	5	3032014	13	6251	COFINS	01	7.60	2500.00	190.00	0.00	0.00
1	8/3/2011	5	4032014	13	6101	ICMS	00	25.00	10000.00	2500.00	0.00	0.00
1	8/3/2011	5	4032014	13	6101	IPI	50	10.00	10000.00	1000.00	0.00	0.00
1	8/3/2011	5	4032014	13	6101	PIS	01	1.65	10000.00	165.00	0.00	0.00
1	8/3/2011	5	4032014	13	6101	COFINS	01	7.60	10000.00	760.00	0.00	0.00
1	8/3/2011	5	5032014	13	6251	ICMS	51	0.00	0.00	0.00	0.00	0.00
1	8/3/2011	5	5032014	13	6251	IPI	52	0.00	0.00	0.00	0.00	0.00
1	8/3/2011	5	5032014	13	6251	PIS	01	0.00	0.00	0.00	0.00	0.00
1	8/3/2011	5	5032014	13	6251	COFINS	01	0.00	0.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508003	90000032	2202	COFINS	06	0.00	71.40	0.00	0.00	0.00
1	8/3/2011	5	6032014	13	6101	ICMS	00	25.00	6000.00	1500.00	0.00	0.00
1	8/3/2011	5	6032014	13	6101	IPI	50	5.00	6000.00	300.00	0.00	0.00
1	8/3/2011	5	6032014	13	6101	PIS	01	1.65	6000.00	99.00	0.00	0.00
1	8/3/2011	5	6032014	13	6101	COFINS	01	7.60	6000.00	456.00	0.00	0.00
1	8/4/2011	1	0001305	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	1	0001305	12704	1101	PIS	06	0.00	175.00	2.89	0.00	0.00
1	8/4/2011	1	0001305	12704	1101	COFINS	06	0.00	175.00	13.30	0.00	0.00
1	8/4/2011	1	0001307	12704	1101	ICMS	00	17.00	175.00	29.75	0.00	0.00
1	8/4/2011	1	0001307	12704	1101	IPI	49	5.00	175.00	8.75	0.00	0.00
1	8/4/2011	1	0001307	12704	1101	PIS	06	0.00	175.00	0.00	0.00	0.00
1	8/4/2011	1	0001307	12704	1101	COFINS	06	0.00	175.00	0.00	0.00	0.00
1	8/4/2011	1	0001308	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	1	0001308	12704	1101	PIS	06	0.00	175.00	2.89	0.00	0.00
1	8/4/2011	1	0001308	12704	1101	COFINS	06	0.00	175.00	13.30	0.00	0.00
1	8/12/2011	5	0076343	14	7101	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	1	0001309	12704	1101	ICMS	00	17.00	175.00	29.75	0.00	0.00
1	8/4/2011	1	0001309	12704	1101	IPI	49	5.00	175.00	8.75	0.00	0.00
1	8/4/2011	1	0001309	12704	1101	PIS	06	0.00	175.00	2.89	0.00	0.00
1	8/4/2011	1	0001309	12704	1101	COFINS	06	0.00	175.00	13.30	0.00	0.00
1	8/4/2011	UN	0004100	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	1000.00
1	8/4/2011	UN	0004100	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	1000.00
1	8/4/2011	UN	0004100	1.43801E+12	2551	PIS	06	0.00	1000.00	16.50	0.00	0.00
1	8/4/2011	UN	0004100	1.43801E+12	2551	COFINS	06	0.00	1000.00	76.00	0.00	0.00
1	8/4/2011	5	0040800	70	2101	ICMS	90	0.00	0.00	0.00	0.00	30000.00
1	8/4/2011	5	0040800	70	2101	IPI	03	0.00	0.00	0.00	0.00	30000.00
1	8/4/2011	5	0040800	70	2101	PIS	06	0.00	30000.00	0.00	0.00	0.00
1	8/4/2011	5	0040800	70	2101	COFINS	06	0.00	30000.00	0.00	0.00	0.00
1	8/4/2011	5	0040800	81	2101	ICMS	90	0.00	0.00	0.00	0.00	12000.00
1	8/4/2011	5	0040800	81	2101	IPI	03	0.00	0.00	0.00	0.00	12000.00
1	8/4/2011	5	0040800	81	2101	PIS	06	0.00	12000.00	0.00	0.00	0.00
1	8/4/2011	5	0040800	81	2101	COFINS	06	0.00	12000.00	0.00	0.00	0.00
1	8/4/2011	1	0040801	90000033		ICMS	40	0.00	0.00	0.00	8000.00	0.00
1	8/4/2011	1	0040801	90000033		IPI	02	0.00	0.00	0.00	8000.00	0.00
1	8/4/2011	1	0040801	90000033		PIS	06	0.00	8000.00	0.00	0.00	0.00
1	8/4/2011	1	0040801	90000033		COFINS	06	0.00	8000.00	0.00	0.00	0.00
1	8/4/2011	1	0040802	90000033		ICMS	40	0.00	0.00	0.00	6000.00	0.00
1	8/4/2011	1	0040802	90000033		IPI	02	0.00	0.00	0.00	6000.00	0.00
1	8/4/2011	1	0040802	90000033		PIS	06	0.00	6000.00	0.00	0.00	0.00
1	8/4/2011	1	0040802	90000033		COFINS	06	0.00	6000.00	0.00	0.00	0.00
1	8/4/2011	1	0040803	90000033		ICMS	40	0.00	0.00	0.00	6000.00	0.00
1	8/4/2011	1	0040803	90000033		IPI	02	0.00	0.00	0.00	6000.00	0.00
1	8/4/2011	1	0040803	90000033		PIS	06	0.00	6000.00	0.00	0.00	0.00
1	8/4/2011	1	0040803	90000033		COFINS	06	0.00	6000.00	0.00	0.00	0.00
1	8/4/2011	UN	0040811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	UN	0040811	12704	1101	PIS	06	0.00	2500.00	41.25	0.00	0.00
1	8/4/2011	UN	0040811	12704	1101	COFINS	06	0.00	2500.00	190.00	0.00	0.00
1	8/4/2011	1	0080402	90000033		ICMS	40	0.00	0.00	0.00	16000.00	0.00
1	8/4/2011	1	0080402	90000033		IPI	02	0.00	0.00	0.00	16000.00	0.00
1	8/4/2011	1	0080402	90000033		PIS	06	0.00	16000.00	0.00	0.00	0.00
1	8/4/2011	1	0080402	90000033		COFINS	06	0.00	16000.00	0.00	0.00	0.00
1	8/4/2011	11	0290842	70	6101	ICMS	00	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	11	0290842	70	6101	PIS	01	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	11	0290842	70	6101	COFINS	01	0.00	0.00	0.00	0.00	0.00
1	8/4/2011	11	0290843	70		ICMS	00	25.00	208.00	52.00	0.00	0.00
1	8/4/2011	11	0290843	70		IPI	51	0.00	0.00	0.00	0.00	208.00
1	8/4/2011	11	0290843	70		PIS	01	1.65	208.00	3.43	0.00	0.00
1	8/4/2011	11	0290843	70		COFINS	01	7.60	208.00	15.81	0.00	0.00
1	8/4/2011	11	0290843	70		PIS/ST	05	0.00	208.00	0.00	0.00	0.00
1	8/4/2011	11	0290843	70		COFINS/ST	05	0.00	208.00	0.00	0.00	0.00
1	8/4/2011	11	0290844	81		ICMS	00	25.00	210.00	52.50	0.00	0.00
1	8/4/2011	11	0290844	81		IPI	51	0.00	0.00	0.00	0.00	210.00
1	8/4/2011	11	0290844	81		PIS	01	1.65	210.00	3.47	0.00	0.00
1	8/4/2011	11	0290844	81		COFINS	01	7.60	210.00	15.96	0.00	0.00
1	8/4/2011	11	0290844	81		PIS/ST	05	0.00	210.00	0.00	0.00	0.00
1	8/4/2011	11	0290844	81		COFINS/ST	05	0.00	210.00	0.00	0.00	0.00
1	8/25/2011	UN	0160815	1	3101	ICMS	90	0.00	0.00	0.00	0.00	11.92
1	8/5/2011	GRAOS	0000016	90000032		ICMS	40	0.00	0.00	0.00	3015.00	0.00
1	8/5/2011	GRAOS	0000016	90000032		IPI	02	0.00	0.00	0.00	3015.00	0.00
1	8/5/2011	GRAOS	0000016	90000032		PIS	06	0.00	3015.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0000016	90000032		COFINS	06	0.00	3015.00	0.00	0.00	0.00
1	8/5/2011	1	0000200	13	2101	ICMS	00	7.00	4380.00	306.60	0.00	0.00
1	8/5/2011	1	0000200	13	2101	IPI	01	0.00	690.00	0.00	0.00	0.00
1	8/5/2011	1	0000200	13	2101	IPI	00	5.00	3690.00	184.50	0.00	0.00
1	8/5/2011	1	0000200	13	2101	PIS	07	0.00	4380.00	0.00	0.00	0.00
1	8/5/2011	1	0000200	13	2101	COFINS	07	0.00	4380.00	0.00	0.00	0.00
1	8/5/2011	1	0001003	1.43801E+12	2101	ICMS	00	7.00	705.00	49.35	0.00	0.00
1	8/5/2011	1	0001003	1.43801E+12	2101	IPI	01	0.00	600.00	0.00	0.00	0.00
1	8/5/2011	1	0001003	1.43801E+12	2101	IPI	00	5.00	105.00	5.25	0.00	0.00
1	8/5/2011	1	0001003	1.43801E+12	2101	PIS	01	1.65	705.00	11.64	0.00	0.00
1	8/5/2011	1	0001003	1.43801E+12	2101	COFINS	01	7.60	705.00	53.58	0.00	0.00
1	8/5/2011	1	0001501	12704	1101	ICMS	00	17.00	400.00	68.00	0.00	0.00
1	8/5/2011	1	0001501	12704	1101	IPI	49	5.00	400.00	20.00	0.00	0.00
1	8/5/2011	1	0001501	12704	1101	PIS	06	0.00	400.00	0.00	0.00	0.00
1	8/5/2011	1	0001501	12704	1101	COFINS	06	0.00	400.00	0.00	0.00	0.00
1	8/5/2011	1	0001503	12704	1101	ICMS	00	17.00	340.00	57.80	0.00	0.00
1	8/5/2011	1	0001503	12704	1101	IPI	49	5.00	340.00	17.00	0.00	0.00
1	8/5/2011	1	0001503	12704	1101	PIS	06	0.00	340.00	0.00	0.00	0.00
1	8/5/2011	1	0001503	12704	1101	COFINS	06	0.00	340.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0012345	90000033		ICMS	40	0.00	0.00	0.00	186.54	0.00
1	8/5/2011	GRAOS	0012345	90000033		IPI	02	0.00	0.00	0.00	186.54	0.00
1	8/5/2011	1	0050801	90000033		ICMS	40	0.00	0.00	0.00	17606.67	0.00
1	8/5/2011	1	0050801	90000033		IPI	02	0.00	0.00	0.00	17606.67	0.00
1	8/5/2011	1	0050801	90000033		PIS	06	0.00	17606.67	0.00	0.00	0.00
1	8/5/2011	1	0050801	90000033		COFINS	06	0.00	17606.67	0.00	0.00	0.00
1	8/5/2011	5	0050802	90000033		ICMS	40	0.00	0.00	0.00	647.50	0.00
1	8/5/2011	5	0050802	90000033		IPI	02	0.00	0.00	0.00	647.50	0.00
1	8/5/2011	5	0050802	90000033		PIS	06	0.00	647.50	0.00	0.00	0.00
1	8/5/2011	5	0050802	90000033		COFINS	06	0.00	647.50	0.00	0.00	0.00
1	8/5/2011	UN	0050810	40001	1101	ICMS	00	18.00	7.80	1.40	0.00	0.00
1	8/5/2011	UN	0050810	40001	1101	IPI	03	0.00	0.00	0.00	0.00	7.80
1	8/5/2011	UN	0050810	40001	1101	PIS	06	0.00	7.80	0.13	0.00	0.00
1	8/5/2011	UN	0050810	40001	1101	COFINS	06	0.00	7.80	0.59	0.00	0.00
1	8/5/2011	UN	0050811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/5/2011	UN	0050811	12704	1101	PIS	06	0.00	574.22	9.47	0.00	0.00
1	8/5/2011	UN	0050811	12704	1101	COFINS	06	0.00	574.22	43.64	0.00	0.00
1	8/5/2011	UN	0050811	40001	1101	ICMS	00	18.00	70.00	12.60	0.00	0.00
1	8/5/2011	UN	0050811	40001	1101	IPI	03	0.00	0.00	0.00	0.00	70.00
1	8/5/2011	UN	0050811	40001	1101	PIS	06	0.00	70.00	1.16	0.00	0.00
1	8/5/2011	UN	0050811	40001	1101	COFINS	06	0.00	70.00	5.32	0.00	0.00
1	8/5/2011	UN	0088883	12704	1101	ICMS	00	17.00	1000.00	170.00	0.00	0.00
1	8/5/2011	UN	0088883	12704	1101	IPI	49	0.00	0.00	0.00	0.00	1000.00
1	8/5/2011	UN	0088883	12704	1101	PIS	06	0.00	1000.00	0.00	0.00	0.00
1	8/10/2011	5	0076279	70	6102	IPI	51	0.00	0.00	0.00	0.00	21000.00
1	8/5/2011	UN	0088883	12704	1101	COFINS	06	0.00	1000.00	0.00	0.00	0.00
1	8/5/2011	UN	0088884	12704	1101	ICMS	00	17.00	1000.00	170.00	0.00	0.00
1	8/5/2011	UN	0088884	12704	1101	IPI	49	0.00	0.00	0.00	0.00	1000.00
1	8/5/2011	UN	0088884	12704	1101	PIS	06	0.00	1000.00	0.00	0.00	0.00
1	8/5/2011	UN	0088884	12704	1101	COFINS	06	0.00	1000.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108002	90000032	2202	ICMS	40	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0108002	90000032	2202	IPI	02	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0108002	90000032	2202	PIS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108002	90000032	2202	COFINS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108003	90000032	2202	ICMS	40	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0108003	90000032	2202	IPI	02	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0108003	90000032	2202	PIS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108003	90000032	2202	COFINS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108005	90000032	2202	ICMS	40	0.00	0.00	0.00	0.78	0.00
1	8/5/2011	GRAOS	0108005	90000032	2202	IPI	02	0.00	0.00	0.00	0.78	0.00
1	8/5/2011	GRAOS	0108005	90000032	2202	PIS	06	0.00	0.78	0.00	0.00	0.00
1	8/5/2011	GRAOS	0108005	90000032	2202	COFINS	06	0.00	0.78	0.00	0.00	0.00
1	8/5/2011	UN	0112233	255	1101	ICMS	00	12.00	5000000.00	600000.00	0.00	0.00
1	8/5/2011	UN	0112233	255	1101	IPI	03	0.00	0.00	0.00	0.00	5000000.00
1	8/5/2011	UN	0112233	255	1101	PIS	06	0.00	5000000.00	82500.00	0.00	0.00
1	8/5/2011	UN	0112233	255	1101	COFINS	06	0.00	5000000.00	380000.00	0.00	0.00
1	8/5/2011	UN	0123456	1.43801E+12	1101	ICMS	00	18.00	1.00	0.18	0.00	0.00
1	8/5/2011	UN	0123456	1.43801E+12	1101	IPI	03	0.00	0.00	0.00	0.00	1.00
1	8/5/2011	UN	0123456	1.43801E+12	1101	PIS	06	0.00	1.00	0.02	0.00	0.00
1	8/5/2011	UN	0123456	1.43801E+12	1101	COFINS	06	0.00	1.00	0.08	0.00	0.00
1	8/5/2011	11	0290845	70		ICMS	00	25.00	210.00	52.50	0.00	0.00
1	8/5/2011	11	0290845	70		IPI	51	0.00	0.00	0.00	0.00	210.00
1	8/5/2011	11	0290845	70		PIS	01	1.65	210.00	3.47	0.00	0.00
1	8/5/2011	11	0290845	70		COFINS	01	7.60	210.00	15.96	0.00	0.00
1	8/5/2011	11	0290845	70		PIS/ST	05	0.00	210.00	0.00	0.00	0.00
1	8/5/2011	11	0290845	70		COFINS/ST	05	0.00	210.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508001	90000032	2202	ICMS	40	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0508001	90000032	2202	IPI	02	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0508001	90000032	2202	PIS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508001	90000032	2202	COFINS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508002	90000032	2202	ICMS	40	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0508002	90000032	2202	IPI	02	0.00	0.00	0.00	78.00	0.00
1	8/5/2011	GRAOS	0508002	90000032	2202	PIS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508002	90000032	2202	COFINS	06	0.00	78.00	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508004	90000032	2202	ICMS	40	0.00	0.00	0.00	72.50	0.00
1	8/5/2011	GRAOS	0508004	90000032	2202	IPI	02	0.00	0.00	0.00	72.50	0.00
1	8/5/2011	GRAOS	0508004	90000032	2202	PIS	06	0.00	72.50	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508004	90000032	2202	COFINS	06	0.00	72.50	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508005	90000032	2202	ICMS	40	0.00	0.00	0.00	94.50	0.00
1	8/5/2011	GRAOS	0508005	90000032	2202	IPI	02	0.00	0.00	0.00	94.50	0.00
1	8/5/2011	GRAOS	0508005	90000032	2202	PIS	06	0.00	94.50	0.00	0.00	0.00
1	8/5/2011	GRAOS	0508005	90000032	2202	COFINS	06	0.00	94.50	0.00	0.00	0.00
1	8/8/2011	UN	0000005	1.43801E+12	1101	ICMS	00	18.00	1.00	0.18	0.00	0.00
1	8/8/2011	UN	0000005	1.43801E+12	1101	IPI	03	0.00	0.00	0.00	0.00	1.00
1	8/8/2011	UN	0000005	1.43801E+12	1101	PIS	06	0.00	1.00	0.02	0.00	0.00
1	8/8/2011	UN	0000005	1.43801E+12	1101	COFINS	06	0.00	1.00	0.08	0.00	0.00
1	8/8/2011	1	0001311	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/8/2011	1	0001311	12704	1101	PIS	06	0.00	164.00	2.71	0.00	0.00
1	8/8/2011	1	0001311	12704	1101	COFINS	06	0.00	164.00	12.46	0.00	0.00
1	8/8/2011	1	0001312	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/8/2011	1	0001312	12704	1101	PIS	06	0.00	172.00	2.84	0.00	0.00
1	8/8/2011	1	0001312	12704	1101	COFINS	06	0.00	172.00	13.07	0.00	0.00
1	8/8/2011	1	0001314	12704	1902	ICMS	00	17.00	44.00	7.48	0.00	0.00
1	8/8/2011	1	0001314	12704	1902	IPI	49	5.00	44.00	2.20	0.00	0.00
1	8/8/2011	1	0001314	12704	1902	PIS	06	0.00	44.00	0.00	0.00	0.00
1	8/8/2011	1	0001314	12704	1902	COFINS	06	0.00	44.00	0.00	0.00	0.00
1	8/8/2011	UN	0008100	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	3000.00
1	8/8/2011	UN	0008100	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	3000.00
1	8/8/2011	UN	0008100	1.43801E+12	2551	PIS	06	0.00	3000.00	49.50	0.00	0.00
1	8/8/2011	UN	0008100	1.43801E+12	2551	COFINS	06	0.00	3000.00	228.00	0.00	0.00
1	8/8/2011	UN	0055551	12704	1101	ICMS	00	17.00	70.00	11.90	0.00	0.00
1	8/8/2011	UN	0055551	12704	1101	IPI	49	0.00	0.00	0.00	0.00	70.00
1	8/8/2011	UN	0055551	12704	1101	PIS	06	0.00	70.00	0.00	0.00	0.00
1	8/8/2011	UN	0055551	12704	1101	COFINS	06	0.00	70.00	0.00	0.00	0.00
1	8/8/2011	1	0080801	90000033		ICMS	40	0.00	0.00	0.00	17606.67	0.00
1	8/8/2011	1	0080801	90000033		IPI	02	0.00	0.00	0.00	17606.67	0.00
1	8/8/2011	1	0080801	90000033		PIS	06	0.00	17606.67	0.00	0.00	0.00
1	8/8/2011	1	0080801	90000033		COFINS	06	0.00	17606.67	0.00	0.00	0.00
1	8/8/2011	1	0080802	90000033		ICMS	40	0.00	0.00	0.00	22008.33	0.00
1	8/8/2011	1	0080802	90000033		IPI	02	0.00	0.00	0.00	22008.33	0.00
1	8/8/2011	1	0080802	90000033		PIS	06	0.00	22008.33	0.00	0.00	0.00
1	8/8/2011	1	0080802	90000033		COFINS	06	0.00	22008.33	0.00	0.00	0.00
1	8/8/2011	5	0080803	90000033		ICMS	40	0.00	0.00	0.00	863.34	0.00
1	8/8/2011	5	0080803	90000033		IPI	02	0.00	0.00	0.00	863.34	0.00
1	8/8/2011	5	0080803	90000033		PIS	06	0.00	863.34	0.00	0.00	0.00
1	8/8/2011	5	0080803	90000033		COFINS	06	0.00	863.34	0.00	0.00	0.00
1	8/8/2011	5	0080804	90000033		ICMS	40	0.00	0.00	0.00	647.50	0.00
1	8/8/2011	5	0080804	90000033		IPI	02	0.00	0.00	0.00	647.50	0.00
1	8/8/2011	5	0080804	90000033		PIS	06	0.00	647.50	0.00	0.00	0.00
1	8/8/2011	5	0080804	90000033		COFINS	06	0.00	647.50	0.00	0.00	0.00
1	8/8/2011	UN	0080811	12704	1902	ICMS	00	17.00	887.72	150.91	0.00	0.00
1	8/8/2011	UN	0080811	12704	1902	IPI	49	5.00	976.50	48.83	0.00	0.00
1	8/8/2011	UN	0080811	12704	1902	PIS	06	0.00	976.50	0.00	0.00	0.00
1	8/8/2011	UN	0080811	12704	1902	COFINS	06	0.00	976.50	0.00	0.00	0.00
1	8/8/2011	GRAOS	0808001	90000032	2202	ICMS	40	0.00	0.00	0.00	7.80	0.00
1	8/8/2011	GRAOS	0808001	90000032	2202	IPI	02	0.00	0.00	0.00	7.80	0.00
1	8/8/2011	GRAOS	0808001	90000032	2202	PIS	06	0.00	7.80	0.00	0.00	0.00
1	8/8/2011	GRAOS	0808001	90000032	2202	COFINS	06	0.00	7.80	0.00	0.00	0.00
1	8/9/2011	1	0003001	4	2117	ICMS	10	7.00	3083.00	215.81	0.00	0.00
1	8/9/2011	1	0003001	4	2117	IPI	01	0.00	983.00	0.00	0.00	0.00
1	8/9/2011	1	0003001	4	2117	IPI	00	5.00	2000.00	100.00	0.00	0.00
1	8/9/2011	1	0003001	4	2117	PIS	07	0.00	2983.00	0.00	0.00	0.00
1	8/9/2011	1	0003001	4	2117	COFINS	07	0.00	2983.00	0.00	0.00	0.00
1	8/9/2011	1	0004001	13	2117	ICMS	10	7.00	380.70	26.65	0.00	0.00
1	8/9/2011	1	0004001	13	2117	IPI	01	0.00	380.70	0.00	0.00	0.00
1	8/9/2011	1	0004001	13	2117	PIS	07	0.00	380.70	0.00	0.00	0.00
1	8/9/2011	1	0004001	13	2117	COFINS	07	0.00	380.70	0.00	0.00	0.00
1	8/9/2011	1	0007177	90000033	2201	ICMS	40	0.00	0.00	0.00	7980.00	0.00
1	8/9/2011	1	0007177	90000033	2201	IPI	02	0.00	0.00	0.00	7980.00	0.00
1	8/9/2011	1	0007177	90000033	2201	PIS	06	0.00	7980.00	0.00	0.00	0.00
1	8/9/2011	1	0007177	90000033	2201	COFINS	06	0.00	7980.00	0.00	0.00	0.00
1	8/9/2011	1	0008188	90000033	2201	ICMS	40	0.00	0.00	0.00	3900.00	0.00
1	8/9/2011	1	0008188	90000033	2201	IPI	02	0.00	0.00	0.00	3900.00	0.00
1	8/9/2011	1	0008188	90000033	2201	PIS	06	0.00	3900.00	0.00	0.00	0.00
1	8/9/2011	1	0008188	90000033	2201	COFINS	06	0.00	3900.00	0.00	0.00	0.00
1	8/9/2011	1	0009199	90000033	2201	ICMS	40	0.00	0.00	0.00	4020.00	0.00
1	8/9/2011	1	0009199	90000033	2201	IPI	02	0.00	0.00	0.00	4020.00	0.00
1	8/9/2011	1	0009199	90000033	2201	PIS	06	0.00	4020.00	0.00	0.00	0.00
1	8/9/2011	1	0009199	90000033	2201	COFINS	06	0.00	4020.00	0.00	0.00	0.00
1	8/9/2011	UN	0070811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/9/2011	UN	0070811	12704	1902	ICMS	00	17.00	50.00	8.50	0.00	0.00
1	8/9/2011	UN	0070811	12704	1902	IPI	49	5.00	50.00	2.50	0.00	0.00
1	8/9/2011	UN	0070811	12704	1101	PIS	06	0.00	50.00	0.83	0.00	0.00
1	8/9/2011	UN	0070811	12704	1902	PIS	06	0.00	50.00	0.00	0.00	0.00
1	8/9/2011	UN	0070811	12704	1101	COFINS	06	0.00	50.00	3.80	0.00	0.00
1	8/9/2011	UN	0070811	12704	1902	COFINS	06	0.00	50.00	0.00	0.00	0.00
1	8/9/2011	1	0090801	90000033		ICMS	40	0.00	0.00	0.00	18000.00	0.00
1	8/9/2011	1	0090801	90000033		IPI	02	0.00	0.00	0.00	18000.00	0.00
1	8/9/2011	1	0090801	90000033		PIS	06	0.00	18000.00	0.00	0.00	0.00
1	8/9/2011	1	0090801	90000033		COFINS	06	0.00	18000.00	0.00	0.00	0.00
1	8/9/2011	1	0090802	90000033		ICMS	40	0.00	0.00	0.00	13500.00	0.00
1	8/9/2011	1	0090802	90000033		IPI	02	0.00	0.00	0.00	13500.00	0.00
1	8/9/2011	1	0090802	90000033		PIS	06	0.00	13500.00	0.00	0.00	0.00
1	8/9/2011	1	0090802	90000033		COFINS	06	0.00	13500.00	0.00	0.00	0.00
1	8/19/2011	5	0076514	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/9/2011	UN	0090811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/9/2011	UN	0090811	12704	1101	PIS	06	0.00	50.00	0.83	0.00	0.00
1	8/9/2011	UN	0090811	12704	1101	COFINS	06	0.00	50.00	3.80	0.00	0.00
1	8/9/2011	11	0290846	70	6101	ICMS	00	25.00	1000.00	250.00	0.00	0.00
1	8/9/2011	11	0290846	70	6101	IPI	50	10.00	1000.00	100.00	0.00	0.00
1	8/9/2011	11	0290846	70	6101	PIS	01	1.65	1000.00	16.50	0.00	0.00
1	8/9/2011	11	0290846	70	6101	COFINS	01	7.60	1000.00	76.00	0.00	0.00
1	8/9/2011	11	0290847	4	6403	ICMS	00	7.00	5900.00	413.00	0.00	0.00
1	8/9/2011	11	0290847	4	6403	IPI	52	0.00	0.00	0.00	4200.00	0.00
1	8/9/2011	11	0290847	4	6403	PIS	01	1.65	5900.00	97.36	0.00	0.00
1	8/9/2011	11	0290847	4	6403	COFINS	01	7.60	5900.00	448.40	0.00	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	ICMS	10	7.00	1126.70	78.86	0.00	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	ICMS/ST	10	18.00	1390.66	171.46	0.00	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	IPI	52	0.00	0.00	0.00	1126.70	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	PIS	01	1.65	1005.98	16.60	0.00	0.00
