Data	Natureza	Tipo	NÌvel	CÛdigo Conta	DescriÁ„o	Natureza
5/31/2011	ATIVO	ANALITICA	CAIXA	132890300000903	EQUIPAMENTOS ESCRITæRIO	
5/31/2011	ATIVO	ANALITICA	CAIXA	132890400000904	EQUIPAMENTOS MUDICOS	
5/31/2011	ATIVO	SINTETICA	CAIXA	162890000000900	(-) DEPRECIAAøES ACUMULADAS	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211055200000552	IMPOSTO SINDICAL A RECOLHER	
5/31/2011	ATIVO	ANALITICA	CAIXA	132891200000912	VEYCULOS-ARRENDAMENTO MERCANTIL	
5/31/2011	ATIVO	ANALITICA	CAIXA	132891100000911	EQUIPAMENTOS COMPUTAﬁOO-HARDWARE	
5/31/2011	ATIVO	ANALITICA	CAIXA	132891000000910	VEYCULOS	
5/31/2011	ATIVO	ANALITICA	CAIXA	132890900000909	INSTALAﬁßES DIVERSAS	
5/31/2011	ATIVO	ANALITICA	CAIXA	132890700000907	FERRAMENTAS DE PRODUﬁOO	
5/31/2011	ATIVO	ANALITICA	CAIXA	132890800000908	INSTALAﬁßES ELUTRICAS	
5/31/2011	ATIVO	ANALITICA	CAIXA	132901000000010	CONSTRUﬁßES EM PROPRIEDADE DE TERCEIROS	
5/31/2011	ATIVO	ANALITICA	CAIXA	132991200000912	SOFTWARE - ARRENDAMENTO MERCANTIL	
5/31/2011	ATIVO	ANALITICA	CAIXA	132910100000101	PROGRAMAS COMPUTAﬁOO-SOFTWARE	
5/31/2011	ATIVO	ANALITICA	CAIXA	132991000000910	CONSTRUﬁßES EM PROPRIEDADE DE TERCEIROS	
5/31/2011	ATIVO	ANALITICA	CAIXA	132991100000911	PROGRAMAS COMPUTAﬁOO-SOFTWARE	
5/31/2011	ATIVO	ANALITICA	CAIXA	162100100000001	TERRENOS	
5/31/2011	ATIVO	ANALITICA	CAIXA	162180100000801	VEYCULOS	
5/31/2011	ATIVO	ANALITICA	CAIXA	162150100000501	FERRAMENTAS DE PRODUﬁOO	
5/31/2011	ATIVO	ANALITICA	CAIXA	162140100000401	EQUIPAMENTOS DE PRODUﬁOO	
5/31/2011	ATIVO	ANALITICA	CAIXA	162900100000001	CONSTRUﬁßES EM PROPR. TERCEIROS	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211010100000101	FORNECEDORES	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033400000334	RESCISßES A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033500000335	BOLSA AUXYLIO ESTﬂGIARIO	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033300000333	SALﬂRIOS E ORDENADOS A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033000000330	PENSßES ALIMENTYCIAS A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033100000331	PRO-LABORE A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211033200000332	FURIAS A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211044100000441	INSS A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211044200000442	SALﬂRIO EDUCAﬁOO A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211044300000443	INSS S/PRO LABORE E AUT∂NOMO	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211044000000440	FGTS A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211042100000421	SEBRAE	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211040200000402	TERMO COOPERAﬁOO SENAI/SASAZAKI	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211050100000501	CONTRIBUIﬁOO SINDICAL A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211050300000503	FINSOCIAL A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211050400000504	ICMS A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211051800000518	CONTRIBUIﬁOO SOCIAL A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211052000000520	IRRF SOBRE JUROS CAPITAL PRæPRIO	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211050600000506	IPI A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211051500000515	ISS A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211055000000550	CONTR ASSISTENCIAL A RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211055100000551	CONTRIBUIﬁOO ASSOC A RECOLHER	
5/31/2011	RESULTADO	SINTETICA	ATIVO	500000000000000	RECEITA	
5/31/2011	ATIVO	SINTETICA	ATIVO	100000000000000	A T I V O	
5/31/2011	RESULTADO	SINTETICA	ATIVO	400000000000000	CUSTOS E DESPESAS	
5/31/2011	PASSIVO	SINTETICA	ATIVO	200000000000000	P A S S I V O	
5/31/2011	RESULTADO	SINTETICA	ATIVO	300000000000000	DEBITOS	
5/31/2011	OUTRAS	ANALITICA	ATIVO	999999999999999	TESTE	
5/31/2011	OUTRAS	ANALITICA	ATIVO	988880000000000	RECEITA VC	
5/31/2011	OUTRAS	ANALITICA	ATIVO	988870000000000	DESPESA VC	
5/31/2011	OUTRAS	ANALITICA	ATIVO	988860000000000	TRADUCAO FASB	
5/31/2011	COMPENSACAO	SINTETICA	ATIVO	910000000000000	CONTAS TRANSITORIAS	
5/31/2011	ATIVO	ANALITICA	ATIVO CIRC.	100000000000001	CONTA REDUTORA DE VENDOR	
5/31/2011	ATIVO	ANALITICA	ATIVO CIRC.	100000000000002	CONTA REDUTORA DO VENDOR VX	
5/31/2011	ATIVO	ANALITICA	ATIVO CIRC.	100000000000003	CONTA REDUTORA DO VENDOR VR	
5/31/2011	ATIVO	SINTETICA	ATIVO CIRC.	110000000000000	CIRCULANTE	
5/31/2011	ATIVO	ANALITICA	ATIVO CIRC.	100000000000004	CONTA REDUTORA DO VENDOR VB	
5/31/2011	ATIVO	SINTETICA	ATIVO CIRC.	130000000000000	PERMANENTE	
5/31/2011	ATIVO	SINTETICA	ATIVO CIRC.	120000000000000	REALIZAVEL A LONGO PRAZO	
5/31/2011	PASSIVO	SINTETICA	ATIVO CIRC.	210000000000000	CIRCULANTE	
5/31/2011	PASSIVO	ANALITICA	ATIVO CIRC.	211340200000402	GRAOS - CONTA SALDO DO FORNECEDOR	
5/31/2011	PASSIVO	ANALITICA	ATIVO CIRC.	211340300000403	GRAOS - CONTA SALDO DO IMPOSTO	
5/31/2011	PASSIVO	SINTETICA	ATIVO CIRC.	220000000000000	EXIGIVEL A LONGO PRAZO	
5/31/2011	PASSIVO	ANALITICA	ATIVO CIRC.	221141400000414	BCO HSBC CTO FDY 9900999	
5/31/2011	PASSIVO	SINTETICA	ATIVO CIRC.	221400000000000	PROVISçO PARA IMPOSTOS DIFERIDOS	
5/31/2011	PASSIVO	SINTETICA	ATIVO CIRC.	240000000000000	PATRIMENIO LIQUIDO	
5/31/2011	PASSIVO	SINTETICA	ATIVO CIRC.	290000000000000	APURAAçO	
5/31/2011	PASSIVO	ANALITICA	ATIVO CIRC.	211141400000414	BCO HSBC - CTO FDY 9900999	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	310000000000000	CUSTOS DOS PRODUTOS VENDIDOS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111001	ICMS IMP. REC. LONGO PRAZO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111002	ICMS IMP. REC. CURTO PRAZO	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	325500000000000	BENEFøCIOS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111004	ICMS IMP. ITENS DE ESTOQUE	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111005	ICMS VENDAS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111006	ICMS DEVOLUCAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111007	ICMS CREDITO INDEVIDO	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	324000000000000	ENCARGOS SOCIAIS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111009	ICMS INUTILIZACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111010	ICMS TRANSFERENCIA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111011	ICMS EXAUSTAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111012	PIS REC. LONGO PRAZO	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	320000000000000	MçO DE OBRA E ENCARGOS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111014	PIS NAO RECUPERADO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111015	PIS DE ITENS DE ESTOQUE	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311317113	TRANSIT. NF COMPLEMENTAR IMPORTACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311316113	NF SIMPLES REMESSA (IMPORTACAO C/C.CUSTO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311315113	DESPESA EXPORTACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311314113	PROVISAO EXPORTACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311313113	TRANSITORIA DE COMPRAS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311312113	MATERIA EM TRANSITO (IMPORTACAO)	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311311311311113	NF SIMPLES REMESSA (IMPORTACAO)	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111033	COFINS EXAUSTAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111032	COFINS TRANSFERENCIA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111031	COFINS INUTILIZACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111030	COFINS QUEBRA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111029	COFINS CREDITO INDEVIDO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111028	COFINS DEVOLUCAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111027	COFINS VENDAS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111026	COFINS ITENS DE ESTOQUE	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111025	COFINS NAO RECUPERADO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111024	COFINS REC. CURTO PRAZO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111023	COFINS REC. LONGO PRAZO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111022	PIS EXAUSTAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111021	PIS TRANSFERENCIA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111020	PIS INUTILIZACAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111019	PIS QUEBRA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111018	PIS CREDITO INDEVIDO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111017	PIS DEVOLUCAO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111016	PIS VENDAS	
6/2/2011	RESULTADO	SINTETICA	ATIVO CIRC.	330000000000000	CAMBIO	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	325600000000000	AUXILIO CRECHE	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111013	PIS REC. CURTO PRAZO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111008	ICMS QUEBRA	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	311111111111003	ICMS IMP. NAO RECUPERADO	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	700000000000001	FRETE EMBARCADOR 1	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	420000000000000	DESPESAS GERAIS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	449846984798749	VARIACAO CAMBIAL ANALITICA	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	410000000000000	CUSTOS E DESPESAS	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	510000000000000	RECEITA BRUTA DE VENDAS	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	530000000000000	OUTROS RESULTADOS OPERACIONAIS	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	520000000000000	(-) DEDUAøES	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	568854654654654	VARIACAO CAMBIAL CR	
5/31/2011	RESULTADO	SINTETICA	ATIVO CIRC.	540000000000000	RESULTADOS NA VENDA DE IMOBILIZADOS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	550100100000001	CORREﬁOO MONETARIA DOS ATIVOS FIXOS	
5/31/2011	RESULTADO	ANALITICA	ATIVO CIRC.	550200100000001	CM DAS DEPRECIAﬁßES ACUMULADAS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010400000104	GRAOS - TRANSITORIA ENTREGA FUTURA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010300000103	GRAOS - CONTA ENCONTRO CONTAS VMI	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010200000102	GRAOS - CONTA TRANSFERENCIA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010100000101	GRAOS - CONTA ENCONTRO CONTAS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910009900000099	TRANSITORIA IMPLANTAﬁOO DE SALDOS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910003400000034	TRANSTORIA DESMEMBRAMENTO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010800000109	TRANSITORIA CMCMM	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910003300000033	TRANSITæRIA DE GGF	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910003200000032	TRANSITæRIA DE MOI	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910003100000031	TRANSITæRIA DE MOD	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910003000000030	TRANSITORIA CREDITO COFINS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910002900000029	TRANSITORIA CREDITO PIS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910002800000028	TRANSITORIA CREDITO ICMS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910002700000027	CONTAS DE SALDO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002600000026	TRANSITORIA ICMS-SUBSTITUICAO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002500000025	CONTAS TRANSITORIAS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002400000024	TRANSITORIA IMPOSTOS FINANCEIROS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002300000023	TRANSITORIA EQUIPTOS/FERRAMENTAS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002200000022	TRANSITORIA CONSTRUCOES IMOVEIS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910002100000021	TRANSITORIA AQUISICAO PATRIMONIO	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211030000000300	OBRIGAAøES COM PESSOAL	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910002000000020	CONTAS TRANSITORIA IMPL. PA/SEMI	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001900000019	TRANSITORIA DEVOLUCAO PA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001800000018	TRANSITORIA DISPONIVEL RECUP	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001700000017	TRANSITORIA SALDO RECUPERACAO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001600000016	TRANSITORIA DISPONIVEL	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001500000015	TRANSITORIA DE PRODUTO ACABADO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001400000014	TRANSITORIA DE CHEQUE	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001300000013	SIMPLES REMESSA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910001200000012	TRANSITORIA DE RECEITA DE VENDAS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910001100000011	TRANSITORIA DE BANCOS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910001000000010	TRANSITORIA ORDENADOS A PAGAR	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000900000009	TRANSITORIA DE CONSIGNACAO	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910000800000008	TRANSITORIA MATS PODER TERCEIRO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000700000007	CONTA TRANSIT DE MAO DE OBRA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000600000006	CONTA TRANSIT DE DEVOLUCAO	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	910000500000005	CONTA TRANSIT DE TRANSFERENCIA	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000400000004	CONTAS TRANSITORIA FORNECEDORES	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000300000003	TRANS DESMEMBRAMENTO PATRIMONIO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000200000002	TRANSITORIA UNIAO DO PATRIMONIO	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	914329009143290	ND	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	919477729194777	CONTA FROTAS	
5/31/2011	OUTRAS	ANALITICA	ATIVO CIRC.	988855510011033	VARIACAO CAMBIAL	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010800000108	GRAOS - PROVISAO DE ESTOQUE	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010500000105	GRAOS - CONTA DE ROYALTIES	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010600000106	GRAOS - CONTA INSS	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910010700000107	GRAOS - TRANSITORIA FUNRURAL	
5/31/2011	COMPENSACAO	ANALITICA	ATIVO CIRC.	910000100000001	TRANSITORIA ALTERACAO PATRIMONIO	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	113000000000000	DESPESAS DIFERIDAS	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	111000000000000	DISPONIVEL	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	112000000000000	REALIZAVEL A CURTO PRAZO	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	122000000000000	OUTRAS CONTAS	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	121000000000000	EMPRESTIMOS/IMPOSTOS	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	132000000000000	IMOBILIZADOS	
5/31/2011	ATIVO	SINTETICA	DISPONIVEL	131000000000000	INVESTIMENTOS	
5/31/2011	PASSIVO	SINTETICA	DISPONIVEL	211000000000000	EXIGIVEL A CURTO PRAZO	
5/31/2011	PASSIVO	SINTETICA	DISPONIVEL	221000000000000	EXIGIVEL A LONGO PRAZO	
5/31/2011	PASSIVO	ANALITICA	DISPONIVEL	221400100000001	PROVISOO PARA IMPOSTO DE RENDA	
5/31/2011	PASSIVO	ANALITICA	DISPONIVEL	221400200000002	PROVISOO PARA CSLL	
5/31/2011	PASSIVO	SINTETICA	DISPONIVEL	241000000000000	CAPITAL SOCIAL LIQUIDO	
5/31/2011	PASSIVO	ANALITICA	DISPONIVEL	242000000000000	RESERVAS DE CAPITAL	
5/31/2011	PASSIVO	SINTETICA	DISPONIVEL	243000000000000	RESERVAS DE LUCROS	
5/31/2011	PASSIVO	SINTETICA	DISPONIVEL	244000000000000	LUCROS OU PREJUIZOS ACUMULADOS	
5/31/2011	PASSIVO	ANALITICA	DISPONIVEL	290000100000001	LUCROS E PERDAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	319020000000200	TRANSITERIA  CONTAS DE APURAAçO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	319010000000100	CONTAS DE APURAAçO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	321000000000000	MçO DE OBRA DIRETA	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	322500000000000	BENEFICIOS DIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	323000000000000	MçO DE OBRA INDIRETA	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	322000000000000	ENCARGOS SOCIAIS DIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	324060000000600	INSS S/SERVIAOS DE TERCEIROS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	324030000000300	CONTRIBUIAøES TERCEIROS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	324020000000200	CONTRIBUIAøES AO FGTS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	324010000000100	CONTRIBUIAøES AO INSS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325520000000200	CESTA BøSICA INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325540000000400	REFEIAøES E LANCHES INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325560000000600	VALE TRANSPORTE INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325570000000700	UNIFORME DE TRABALHO INDIRETO`	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325590000000900	CONVøNIO AO SESI INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325550000000500	SEGURO DE VIDA INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325510000000100	BOLSA DE ESTUDOS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	325530000000300	CONVøNIO M`DICO INDIRETO	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	325600100000001	AUXILIO CRECHE	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000001	CAMBIO - REPRESENTANTE	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000007	CAMBIO - DEVOLUCAO	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000006	CAMBIO - DESEMBOLSO	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000005	CAMBIO - PRE-PAGAMENTO	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000004	CAMBIO - TRANSIT CANCELAMENTO	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000003	CAMBIO - AJUSTE	
6/2/2011	RESULTADO	ANALITICA	DISPONIVEL	330000000000002	CAMBIO - TRANSIT BAIXA / ABATIM	
5/31/2011	PASSIVO	ANALITICA	CAIXA	211052100000521	IOF A RECOLHER	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	413000000000000	GASTOS GERAIS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	429000000000000	PROVISøES	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	428000000000000	PARTICIPAAøES NO LUCRO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	425000000000000	DESPESAS FINANCEIRAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	424000000000000	DESPESAS TRIBUTøRIAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	423000000000000	DESPESAS GERAIS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	511000000000000	VENDAS DE PRODUAçO PROPRIA	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	514000000000000	VENDAS DE SERVIAOS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	513000000000000	OUTRAS VENDAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	512000000000000	REVENDA DE MERCADORIAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	523000000000000	(-) CUSTOS DAS VENDAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	521000000000000	(-) DEVOL/CANCELAMENTO DE VENDAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	522000000000000	(-) IMPOSTOS SOBRE VENDAS	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530011700000117	GRAOS - CONTA NOTA CREDITO	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530011600000116	GRAOS - CONTA JUROS PRODUTO	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530011500000115	GRAOS - CONTA JUROS VALOR	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	530030000000300	RECEITA PARTICIPACOES SOCIETARIA	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	530040000000400	BAIXA DE INVESTIMENTOS P/VENDAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	530050000000500	RECEITAS DIVERSAS	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530010000000101	RECEITAS EQUALIZACAO	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530011900000119	GRAOS - CONTA VARIACAO MONETARIA	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530011800000118	GRAOS - CONTA ACRECIMO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	530010000000100	RECEITAS FINANCEIRAS	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	530020000000200	RECUPERACAO DE DESPESAS	
5/31/2011	RESULTADO	ANALITICA	DISPONIVEL	530012000000120	GRAOS - CONTA DIFERENCA COMPLEMENT	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	540020000000200	RESULTADO NA VENDA IMOBILIZADO	
5/31/2011	RESULTADO	SINTETICA	DISPONIVEL	540010000000100	RESULTADO NA VENDA INVESTIMENTO	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	111020000000200	BENS NUMERARIOS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	111030000000300	BANCOS CONTA MOVIMENTO	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	111020100000205	SALDO DA VX	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	111040000000400	APLICAAøES FINANCEIRAS	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	112020100000206	SALDO DA VB	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	112020100000202	DUPLIC MERCAN-VENDOR REPACTUADO	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112030000000300	(-) TøTULOS DESCONTADOS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112050000000500	TITULOS A RECEBER	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112060000000600	CHEQUES A RECEBER	
