Estabelecimento	Série	Nota Fiscal	Emitente	Nat. Operação	Data NF	Item	Tributo	CST	Alíquota	Base de Cálculo	Valor Tributado	Valor Isento	Valor Outros	Valor Serviço Subcontratado	Valor Retenção Adicional	Valor Retenção Não Pago	Valor Serviço - Cond. Especial 15 anos	Valor Serviço - Cond. Especial 20 anos	Valor Serviço - Cond. Especial 25 anos	Valor Retenção Adicional Não Pago
1	GRAOS	0012345	90000033	210202	8/5/2011	MILHO	PIS	06	0.00	186.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0012345	90000033	210202	8/5/2011	MILHO	COFINS	06	0.00	186.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0050801	90000033	210202	8/5/2011	TRIGO	ICMS	40	0.00	0.00	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0050801	90000033	210202	8/5/2011	TRIGO	IPI	02	0.00	0.00	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0050801	90000033	210202	8/5/2011	TRIGO	PIS	06	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0050801	90000033	210202	8/5/2011	TRIGO	COFINS	06	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0050802	90000033	210204	8/5/2011	TRIGO	ICMS	40	0.00	0.00	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0050802	90000033	210204	8/5/2011	TRIGO	IPI	02	0.00	0.00	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0050802	90000033	210204	8/5/2011	TRIGO	PIS	06	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0050802	90000033	210204	8/5/2011	TRIGO	COFINS	06	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050810	40001	11111	8/5/2011	ABJC-100	ICMS	00	18.00	7.80	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050810	40001	11111	8/5/2011	ABJC-100	IPI	03	0.00	0.00	0.00	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050810	40001	11111	8/5/2011	ABJC-100	PIS	06	0.00	7.80	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050810	40001	11111	8/5/2011	ABJC-100	COFINS	06	0.00	7.80	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	12704	111EFF	8/5/2011	.COMPRAS	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	12704	111EFF	8/5/2011	.COMPRAS	PIS	06	0.00	574.22	9.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	12704	111EFF	8/5/2011	.COMPRAS	COFINS	06	0.00	574.22	43.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	40001	11111	8/5/2011	ABJC-100	ICMS	00	18.00	70.00	12.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	40001	11111	8/5/2011	ABJC-100	IPI	03	0.00	0.00	0.00	0.00	70.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	40001	11111	8/5/2011	ABJC-100	PIS	06	0.00	70.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0050811	40001	11111	8/5/2011	ABJC-100	COFINS	06	0.00	70.00	5.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088883	12704	111FAR	8/5/2011	02.01.002-0	ICMS	00	17.00	1000.00	170.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088883	12704	111FAR	8/5/2011	02.01.002-0	IPI	49	0.00	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088883	12704	111FAR	8/5/2011	02.01.002-0	PIS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088883	12704	111FAR	8/5/2011	02.01.002-0	COFINS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088884	12704	111FAR	8/5/2011	02.01.002-0	ICMS	00	17.00	1000.00	170.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088884	12704	111FAR	8/5/2011	02.01.002-0	IPI	49	0.00	0.00	0.00	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088884	12704	111FAR	8/5/2011	02.01.002-0	PIS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0088884	12704	111FAR	8/5/2011	02.01.002-0	COFINS	06	0.00	1000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108002	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108002	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108002	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108002	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108003	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108003	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108003	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108003	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108005	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108005	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108005	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0108005	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0112233	255	11111	8/5/2011	DD	ICMS	00	12.00	5000000.00	600000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0112233	255	11111	8/5/2011	DD	IPI	03	0.00	0.00	0.00	0.00	5000000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0112233	255	11111	8/5/2011	DD	PIS	06	0.00	5000000.00	82500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0112233	255	11111	8/5/2011	DD	COFINS	06	0.00	5000000.00	380000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0123456	1	11111	8/5/2011	KA02L	ICMS	00	18.00	1.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0123456	1	11111	8/5/2011	KA02L	IPI	03	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0123456	1	11111	8/5/2011	KA02L	PIS	06	0.00	1.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0123456	1	11111	8/5/2011	KA02L	COFINS	06	0.00	1.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	ICMS	00	25.00	210.00	52.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	IPI	51	0.00	0.00	0.00	0.00	210.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	PIS	01	1.65	210.00	3.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	COFINS	01	7.60	210.00	15.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	PIS/ST	05	0.00	210.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11	0290845	70	6123	8/5/2011	13T	COFINS/ST	05	0.00	210.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508001	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508001	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508001	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508001	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508002	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508002	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508002	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508002	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	40.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	40.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	40.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	40.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	31.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	31.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	31.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508003	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	31.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	33.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	33.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	33.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	33.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508004	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	ICMS	40	0.00	0.00	0.00	55.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	IPI	02	0.00	0.00	0.00	55.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	PIS	06	0.00	55.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0508005	90000032	2322	8/5/2011	SOJA	COFINS	06	0.00	55.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0000005	1	11111	8/8/2011	.COMPRAS	ICMS	00	18.00	1.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0000005	1	11111	8/8/2011	.COMPRAS	IPI	03	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0000005	1	11111	8/8/2011	.COMPRAS	PIS	06	0.00	1.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0000005	1	11111	8/8/2011	.COMPRAS	COFINS	06	0.00	1.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001311	12704	111FAF	8/8/2011	.COMPRAS	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001311	12704	111FAF	8/8/2011	.COMPRAS	PIS	06	0.00	164.00	2.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001311	12704	111FAF	8/8/2011	.COMPRAS	COFINS	06	0.00	164.00	12.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001312	12704	111EFF	8/8/2011	.COMPRAS	ICMS	90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001312	12704	111EFF	8/8/2011	.COMPRAS	PIS	06	0.00	172.00	2.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001312	12704	111EFF	8/8/2011	.COMPRAS	COFINS	06	0.00	172.00	13.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001314	12704	111EFR	8/8/2011	.COMPRAS	ICMS	00	17.00	44.00	7.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001314	12704	111EFR	8/8/2011	.COMPRAS	IPI	49	5.00	44.00	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001314	12704	111EFR	8/8/2011	.COMPRAS	PIS	06	0.00	44.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0001314	12704	111EFR	8/8/2011	.COMPRAS	COFINS	06	0.00	44.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0008100	1	211MRI	8/8/2011	13D	ICMS	90	0.00	0.00	0.00	0.00	3000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0008100	1	211MRI	8/8/2011	13D	IPI	03	0.00	0.00	0.00	0.00	3000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0008100	1	211MRI	8/8/2011	13D	PIS	06	0.00	3000.00	49.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0008100	1	211MRI	8/8/2011	13D	COFINS	06	0.00	3000.00	228.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.009-1	ICMS	00	17.00	20.00	3.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.009-1	IPI	49	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.009-1	PIS	06	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.009-1	COFINS	06	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.010-5	ICMS	00	17.00	50.00	8.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.010-5	IPI	49	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.010-5	PIS	06	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0055551	12704	111FAR	8/8/2011	02.11.010-5	COFINS	06	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080801	90000033	210202	8/8/2011	TRIGO	ICMS	40	0.00	0.00	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080801	90000033	210202	8/8/2011	TRIGO	IPI	02	0.00	0.00	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080801	90000033	210202	8/8/2011	TRIGO	PIS	06	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080801	90000033	210202	8/8/2011	TRIGO	COFINS	06	0.00	17606.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080802	90000033	210202	8/8/2011	TRIGO	ICMS	40	0.00	0.00	0.00	22008.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080802	90000033	210202	8/8/2011	TRIGO	IPI	02	0.00	0.00	0.00	22008.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080802	90000033	210202	8/8/2011	TRIGO	PIS	06	0.00	22008.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0080802	90000033	210202	8/8/2011	TRIGO	COFINS	06	0.00	22008.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080803	90000033	210204	8/8/2011	TRIGO	ICMS	40	0.00	0.00	0.00	863.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080803	90000033	210204	8/8/2011	TRIGO	IPI	02	0.00	0.00	0.00	863.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080803	90000033	210204	8/8/2011	TRIGO	PIS	06	0.00	863.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080803	90000033	210204	8/8/2011	TRIGO	COFINS	06	0.00	863.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080804	90000033	210204	8/8/2011	TRIGO	ICMS	40	0.00	0.00	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080804	90000033	210204	8/8/2011	TRIGO	IPI	02	0.00	0.00	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080804	90000033	210204	8/8/2011	TRIGO	PIS	06	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	5	0080804	90000033	210204	8/8/2011	TRIGO	COFINS	06	0.00	647.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	ICMS	00	17.00	9.09	1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	IPI	49	5.00	10.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	PIS	06	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	COFINS	06	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	ICMS	00	17.00	300.00	51.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	IPI	49	5.00	330.00	16.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	PIS	06	0.00	330.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	COFINS	06	0.00	330.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	ICMS	00	17.00	462.27	78.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	IPI	49	5.00	508.50	25.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	PIS	06	0.00	508.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	COFINS	06	0.00	508.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	ICMS	00	17.00	116.36	19.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	IPI	49	5.00	128.00	6.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	PIS	06	0.00	128.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	UN	0080811	12704	111EFR	8/8/2011	.COMPRAS	COFINS	06	0.00	128.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0808001	90000032	2322	8/8/2011	SOJA	ICMS	40	0.00	0.00	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0808001	90000032	2322	8/8/2011	SOJA	IPI	02	0.00	0.00	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0808001	90000032	2322	8/8/2011	SOJA	PIS	06	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	GRAOS	0808001	90000032	2322	8/8/2011	SOJA	COFINS	06	0.00	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	.COMPRAS	ICMS	10	7.00	2100.00	147.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	.COMPRAS	IPI	00	5.00	2000.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	.COMPRAS	PIS	07	0.00	2000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	.COMPRAS	COFINS	07	0.00	2000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	13F	ICMS	10	7.00	325.00	22.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	13F	IPI	01	0.00	325.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	13F	PIS	07	0.00	325.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	13F	COFINS	07	0.00	325.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	40F	ICMS	10	7.00	658.00	46.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	40F	IPI	01	0.00	658.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	40F	PIS	07	0.00	658.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0003001	4	211ST	8/9/2011	40F	COFINS	07	0.00	658.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0004001	13	211ST	8/9/2011	40F	ICMS	10	7.00	300.00	21.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	1	0004001	13	211ST	8/9/2011	40F	IPI	01	0.00	300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
