Estabelecimento	Série	Nota Fiscal	Emitente	Nat. Operação	Data NF	Sequência	Item	Descrição	Valor Total	Conta Contábil	Centro de Custo	Quantidade	Unidade Medida	Origem	Código Serviço	Registro de Exportação	Tipo de Serviço
1	1	0001312	12704	111eff	8/8/2011	1	.compras	.Compras - Projeto 87	172.00	413050100000502	010701010000101	43.00	PC	1			
1	1	0001314	12704	111EFR	8/8/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	11.00	pc	1			
1	un	0008100	1	211mri	8/8/2011	1	13d	ITEM D¿BITO DIRETO	3000.00	112110500000105	010702030000203	3.00	pc	1			
1	un	0055551	12704	111far	8/8/2011	1	02.11.009-1	QFXLV-060X060X08-1 APACZA	0.00	112501000000010	010701010000101	10.00	pc	0			
1	11	0290857	13	611-IE	8/31/2011	2	40F	ITEM CONTROLE F?SICO	5400.00			15.00	KG	0			
1	un	0055551	12704	111far	8/8/2011	2	02.11.010-5	QFXLV-060X100X08-1 APACZA	0.00	112501000000010	010701010000101	10.00	pc	0			
1	1	0080801	90000033	210202	8/8/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	17606.67	112510100000101	660004010000004	40000.00	KG	0			
1	1	0080802	90000033	210202	8/8/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	22008.33	112510100000101	660004010000004	50000.00	KG	0			
1	5	0080803	90000033	210204	8/8/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	863.34	112510100000101	660004010000004	0.00	KG	0			
1	un	0080811	12704	111EFR	8/8/2011	1	.compras	.Compras - Projeto 87	0.00	112510100000101	010701020000102	10.00	pc	1			
1	un	0080811	12704	111EFR	8/8/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	110.00	pc	1			
1	un	0080811	12704	111EFR	8/8/2011	3	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	113.00	pc	1			
1	un	0080811	12704	111EFR	8/8/2011	4	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	32.00	pc	1			
1	graos	0808001	90000032	2322	8/8/2011	1	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	7.80	112510100000101	660004010000004	10.00	KG	0			
1	1	0003001	4	211st	8/9/2011	1	.compras	.Compras - Projeto 87	2000.00	211050400000601	010702080000208	10.00	pc	1			
1	1	0003001	4	211st	8/9/2011	2	13f	ITEM CONTROLE TOTAL	325.00	112510100000101	010701010000101	5.00	KG	1			
1	1	0003001	4	211st	8/9/2011	3	40f	ITEM CONTROLE F?SICO	658.00	112510100000101		20.00	KG	0			
1	1	0004001	13	211st	8/9/2011	1	40f	ITEM CONTROLE F?SICO	300.00	112510100000101		10.00	KG	0			
1	1	0004001	13	211st	8/9/2011	2	40t	ITEM CONTROLE TOTAL	80.70	112510100000101		30.00	KG	1			
1	1	0007177	90000033	2311	8/9/2011	1	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	780.00	112510100000101	660004010000004	1000.00	KG	0			
1	1	0007177	90000033	2311	8/9/2011	2	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	4680.00	112510100000101	660004010000004	6000.00	KG	0			
1	1	0007177	90000033	2311	8/9/2011	3	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	2520.00	112510100000101	660004010000004	3000.00	KG	0			
1	1	0008188	90000033	2311	8/9/2011	1	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	3120.00	112510100000101	660004010000004	4000.00	KG	0			
1	1	0008188	90000033	2311	8/9/2011	2	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	780.00	112510100000101	660004010000004	1000.00	KG	0			
1	1	0009199	90000033	2311	8/9/2011	1	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	2340.00	112510100000101	660004010000004	3000.00	KG	0			
1	1	0009199	90000033	2311	8/9/2011	2	soja	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	1680.00	112510100000101	660004010000004	2000.00	KG	0			
1	un	0070811	12704	111eff	8/9/2011	1	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	UN	0070811	12704	111EFR	8/9/2011	2	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	0.00	413050100000502	010701010000101	10.00	pc	1			
1	1	0090801	90000033	210202	8/9/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	18000.00	112510100000101	660004010000004	40000.00	KG	0			
1	1	0090802	90000033	210202	8/9/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	13500.00	112510100000101	660004010000004	30000.00	KG	0			
1	un	0090811	12704	111eff	8/9/2011	1	.COMPRAS.LOTE	.Compras Controle Lote - Projeto 87	50.00	413050100000502	010701010000101	5.00	pc	1			
1	11	0290846	70	611tb	8/9/2011	1	.danfe-tributado	.DANFE-TRIBUTADO.DANFE-TRIBUTADO.DANFE-TRIBUTADO.DANFE-TRIB	1000.00			1000.00	un	0			
1	11	0290847	4	611sta	8/9/2011	1	.compras	.Compras - Projeto 87	600.00			2.00	pc	1			
1	11	0290847	4	611sta	8/9/2011	2	40f	ITEM CONTROLE F?SICO	600.00			3.00	KG	0			
1	11	0290848	1	611sub	8/9/2011	1	DD	Material D.Direto - TRIBUTADO	916.70			1.00	pc	0			
1	11	0290848	1	611sub	8/9/2011	2	13d	ITEM D¿BITO DIRETO	110.00			2.00	pc	1			
1	11	0290849	13	69DEVL	8/9/2011	1	40f	ITEM CONTROLE F?SICO	90.00			3.00	KG	0			
1	11	0290849	13	69DEVL	8/9/2011	2	13d	ITEM D¿BITO DIRETO	50.00			2.00	pc	1			
1	11	0290849	13	69DEVL	8/9/2011	3	40f	ITEM CONTROLE F?SICO	0.00			0.00	KG	0			
1	11	0290849	13	69DEVL	8/9/2011	4	13d	ITEM D¿BITO DIRETO	0.00			0.00	pc	1			
1	11	0290850	13	611st	8/9/2011	1	40t	ITEM CONTROLE TOTAL	2060.00			20.00	KG	1			
1	11	0290850	13	611st	8/9/2011	2	13d	ITEM D¿BITO DIRETO	300.00			5.00	pc	1			
1	11	0290850	13	6111	8/9/2011	3	.compras	.Compras - Projeto 87	1000.00			100.00	pc	1			
1	11	0290851	70	6123	8/9/2011	1	40f	ITEM CONTROLE F?SICO	600.00			2.00	KG	0			
1	11	0290851	70	6123	8/9/2011	2	13f	ITEM CONTROLE TOTAL	222.00			3.00	KG	1			
1	11	0290851	70	611st	8/9/2011	3	.compras	.Compras - Projeto 87	148.00			2.00	pc	1			
1	11	0290855	13	611-IE	8/9/2011	1	.danfe-tamanhoCP	.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DAN	600.00			2.00	pc	0			
1	un	0000011	1	611tb	8/10/2011	1	13d	ITEM D¿BITO DIRETO	916.70	112110500000105	010701010000101	1.00	pc	1			
1	un	0000011	1	611tb	8/10/2011	2	13f	ITEM CONTROLE TOTAL	550.02	112110500000105	010701010000101	2.00	KG	1			
1	un	0000012	1	611tb	8/10/2011	1	13d	ITEM D¿BITO DIRETO	916.70	112110500000105	010701010000101	1.00	pc	1			
1	un	0000012	1	611tb	8/10/2011	2	13f	ITEM CONTROLE TOTAL	183.34	112110500000105	010701010000101	1.00	KG	1			
1	1	0000500	13	211dev	8/10/2011	1	40t	ITEM CONTROLE TOTAL	2060.00	112510100000101		20.00	KG	1			
1	1	0000500	13	211dev	8/10/2011	2	13d	ITEM D¿BITO DIRETO	300.00	112211400000114		5.00	pc	1			
1	1	0000500	13	211dev	8/10/2011	3	.compras	.Compras - Projeto 87	1000.00	211050400000601	010702080000208	100.00	pc	1			
1	100	0001111	1	111MRI	8/10/2011	1	aaa	teste	2.00	112500100000001	990801010000101	2.00	ct	1			
1	1	0001330	12704	111faf	8/10/2011	1	.compras	.Compras - Projeto 87	400.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0001334	12704	111eff	8/10/2011	1	lod01	Item Controle Total	140.00	413050100000502	010701010000101	35.00	pc	1			
1	1	0001335	12704	111efr	8/10/2011	1	lod01	Item Controle Total	0.00	413050100000502	010701010000101	35.00	pc	1			
1	1	0001336	12704	111eff	8/10/2011	1	lod01	Item Controle Total	396.00	413050100000502	010701010000101	99.00	pc	1			
1	1	0001337	12704	111efr	8/10/2011	1	lod01	Item Controle Total	0.00	211050400000601	010702080000208	99.00	pc	1			
1	1	0001337	12704	111faf	8/10/2011	2	.compras	.Compras - Projeto 87	180.00	413050100000503	010701010000101	45.00	PC	1			
1	1	0001340	12704	111faf	8/10/2011	1	.compras	.Compras - Projeto 87	60.00	413050100000503	010701010000101	15.00	PC	1			
1	5	0076267	70	6123	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076267	70	6123	8/10/2011	2	13T	ITEM CONTROLE TOTAL	210.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076267	70	6123	8/10/2011	3	13T	ITEM CONTROLE TOTAL	257.10	112110500000105	010701010000101	2.00	KG	1			
1	5	0076268	81	611faf	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076268	81	611faf	8/10/2011	2	13F	ITEM CONTROLE TOTAL	208.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076268	81	611faf	8/10/2011	3	13FF	ITEM CONTROLE FISICO	26.26	112110500000105	010701010000101	2.00	KG	1			
1	5	0076268	81	611faf	8/10/2011	4	13T	ITEM CONTROLE TOTAL	210.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076269	81	699far	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076269	81	699far	8/10/2011	2	13F	ITEM CONTROLE TOTAL	208.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076269	81	699far	8/10/2011	3	13FF	ITEM CONTROLE FISICO	26.26	511110100000101	010702010000201	2.00	KG	1			
1	5	0076269	81	699far	8/10/2011	4	13T	ITEM CONTROLE TOTAL	210.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076270	70	611eff	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	8430.00	112110500000105	010701010000101	100.00	KG	1			
1	5	0076270	70	611eff	8/10/2011	2	13F	ITEM CONTROLE TOTAL	693.34	112110500000105	010701010000101	6.67	KG	1			
1	5	0076270	70	611eff	8/10/2011	3	13T	ITEM CONTROLE TOTAL	21000.00	112110500000105	010701010000101	200.00	KG	1			
1	5	0076271	70	699efr	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	8430.00	511110100000101	010701020000102	100.00	KG	1			
1	5	0076271	70	699efr	8/10/2011	2	13F	ITEM CONTROLE TOTAL	693.34	511110100000101	010702030000203	6.67	KG	1			
1	5	0076271	70	699efr	8/10/2011	3	13T	ITEM CONTROLE TOTAL	21000.00	511110100000101	010702010000201	200.00	KG	1			
1	5	0076272	70	611otf	8/10/2011	1	13F	ITEM CONTROLE TOTAL	346.66	112110500000105	010701010000101	3.33	KG	1			
1	5	0076272	70	611otf	8/10/2011	2	13T	ITEM CONTROLE TOTAL	21000.00	112110500000105	010701010000101	200.00	KG	1			
1	5	0076272	70	611otf	8/10/2011	3	13C	ITEM CONTROLE CONSIGNADO	8430.00	112110500000105	010701010000101	100.00	KG	1			
1	5	0076273	81	699OTR	8/10/2011	1	13F	ITEM CONTROLE TOTAL	346.66	511110100000101	010702010000201	3.33	KG	1			
1	5	0076273	81	699OTR	8/10/2011	2	13T	ITEM CONTROLE TOTAL	21000.00	511110100000101	010702010000201	200.00	KG	1			
1	5	0076273	81	699OTR	8/10/2011	3	13C	ITEM CONTROLE CONSIGNADO	8430.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076274	81	611otf	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076274	81	611otf	8/10/2011	2	13D	ITEM D¿BITO DIRETO	204.00	112110500000105	010701010000101	2.00	pc	1			
1	5	0076274	81	611otf	8/10/2011	3	DD	Material D.Direto - TRIBUTADO	206.00	112110500000105	010701010000101	2.00	pc	0			
1	5	0076274	81	611otf	8/10/2011	4	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076275	70	699OTR	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076275	70	699OTR	8/10/2011	2	13D	ITEM D¿BITO DIRETO	204.00	511110100000101	010702010000201	2.00	pc	1			
1	5	0076275	70	699OTR	8/10/2011	3	DD	Material D.Direto - TRIBUTADO	206.00	511110100000101	010702010000201	2.00	pc	0			
1	5	0076275	70	699OTR	8/10/2011	4	13C	ITEM CONTROLE CONSIGNADO	202.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076277	81	611otf	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076277	81	611otf	8/10/2011	2	13FF	ITEM CONTROLE FISICO	39.39	112110500000105	010701010000101	3.00	KG	1			
1	5	0076277	81	611otf	8/10/2011	3	13T	ITEM CONTROLE TOTAL	525.00	112110500000105	010701010000101	5.00	KG	1			
1	5	0076278	70	699OTR	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076278	70	699OTR	8/10/2011	2	13FF	ITEM CONTROLE FISICO	39.39	511110100000101	010702010000201	3.00	KG	1			
1	5	0076278	70	699OTR	8/10/2011	3	13T	ITEM CONTROLE TOTAL	525.00	511110100000101	010702010000201	5.00	KG	1			
1	5	0076279	70	611otf	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	4215.00	112110500000105	010701010000101	50.00	KG	1			
1	5	0076279	70	611otf	8/10/2011	2	13FF	ITEM CONTROLE FISICO	43.77	112110500000105	010701010000101	3.33	KG	1			
1	5	0076279	70	611otf	8/10/2011	3	13T	ITEM CONTROLE TOTAL	21000.00	112110500000105	010701010000101	200.00	KG	1			
1	5	0076280	81	699OTR	8/10/2011	1	13C	ITEM CONTROLE CONSIGNADO	4215.00	511110100000101	010702010000201	50.00	KG	1			
1	5	0076280	81	699OTR	8/10/2011	2	13FF	ITEM CONTROLE FISICO	43.77	511110100000101	010702010000201	3.33	KG	1			
1	5	0076280	81	699OTR	8/10/2011	3	13T	ITEM CONTROLE TOTAL	21000.00	511110100000101	010702010000201	200.00	KG	1			
1	un	0090811	12704	11111	8/10/2011	1	.compras	.Compras - Projeto 87	12.00	211050400000601	010702080000208	6.00	PC	1			
1	un	0100811	12704	11111	8/10/2011	1	.compras	.Compras - Projeto 87	50.00	211050400000601	010702080000208	10.00	PC	1			
1	un	0100811	12704	111efr	8/10/2011	2	.compras.lote	.Compras Controle Lote - Projeto 87	0.00	413050100000502	010701010000101	15.00	pc	1			
1	un	0100811	12704	11effr	8/10/2011	3	.compras.lote	.Compras Controle Lote - Projeto 87	0.00	413050100000502	010701010000101	15.00	pc	1			
1	un	9990811	12704	111eff	8/10/2011	1	.compras	.Compras - Projeto 87	10.00	413050100000502	010701010000101	10.00	PC	1			
1	un	9990811	12704	111efr	8/10/2011	2	.compras	.Compras - Projeto 87	0.00	413050100000502	010701010000101	10.00	pc	1			
1	1	0001108	12704	111eff	8/11/2011	1	.COMPRAS	.Compras - Projeto 87	10000.00	413050100000502	010701010000101	100.00	PC	1			
1	1	0001345	12704	111eff	8/11/2011	1	.compras	.Compras - Projeto 87	400.00	413050100000502	010701010000101	100.00	PC	1			
1	1	0001347	12704	111efr	8/11/2011	1	.compras	.Compras - Projeto 87	0.00	413050100000502	010701010000101	100.00	pc	1			
1	1	0011082	12704	111faf	8/11/2011	1	.compras.lote	.Compras Controle Lote - Projeto 87	100.00	413050100000503	010701010000101	100.00	pc	1			
1	1	0110801	90000033	210202	8/11/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	13500.00	112510100000101	660004010000004	30000.00	KG	0			
1	un	0110811	12704	111eff	8/11/2011	1	.compras.lote	.Compras Controle Lote - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	un	0110811	12704	111eff	8/11/2011	2	.compras.fisico	.Compras Controle Fisico - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	un	0110811	12704	111eff	8/11/2011	3	.comprasconsigna	.Compras ConsiganaCAo - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	un	0110811	12704	111eff	8/11/2011	4	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	un	0110811	12704	111eff	8/11/2011	5	.comprasDD	.Compras DEbito Direto - Projeto 87	50.00	413050100000502	010701010000101	10.00	pc	1			
1	1	1234567	12704	111EFF	8/11/2011	1	.compras	.Compras - Projeto 87	100000.00	413050100000502	010701010000101	100000.00	PC	1			
1	un	2736373	1	211mri	8/11/2011	1	13d	ITEM D¿BITO DIRETO	100.00	112211400000114		1.00	pc	1			
1	1	0001208	12704	111faf	8/12/2011	1	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	80.00	PC	1			
1	1	0001349	12704	111faf	8/12/2011	1	.compras	.Compras - Projeto 87	40.00	413050100000503	010701010000101	10.00	PC	1			
1	1	0001349	12704	111faf	8/12/2011	2	.compras.fisico	.Compras Controle Fisico - Projeto 87	60.00	413050100000503	010701010000101	15.00	pc	1			
1	1	0001349	12704	111faf	8/12/2011	3	.compras.lote	.Compras Controle Lote - Projeto 87	80.00	413050100000503	010701010000101	20.00	pc	1			
1	1	0001349	12704	111faf	8/12/2011	4	.comprasDD	.Compras DEbito Direto - Projeto 87	100.00	413050100000503	010701010000101	25.00	pc	1			
1	1	0001349	12704	111faf	8/12/2011	5	.comprasNo.serie	.Compras Controle No Serie - Projeto 87	100.00	413050100000503	010701010000101	1.00	pc	1			
1	1	0001349	12704	111faf	8/12/2011	6	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	120.00	413050100000503	010701010000101	30.00	pc	1			
1	1	0001351	12704	111faf	8/12/2011	1	.comprasDD	.Compras DEbito Direto - Projeto 87	250.00	413050100000503	010701010000101	50.00	pc	1			
1	1	0004589	13	211sto	8/12/2011	1	.compras	.Compras - Projeto 87	640.00	211050400000601	010702080000208	4.00	pc	1			
1	1	0004589	13	211sto	8/12/2011	2	.DANF-e	.DANF-e	1890.00	112510100000101		10.00	KG	0			
1	1	0004590	1	211sto	8/12/2011	1	40f	ITEM CONTROLE F?SICO	615.00	112510100000101		15.00	KG	0			
1	1	0004590	1	211sto	8/12/2011	2	40t	ITEM CONTROLE TOTAL	180.00	112510100000101		9.00	KG	1			
1	un	0008101	1	211mri	8/12/2011	1	13D	ITEM D¿BITO DIRETO	100.00	112211400000114		10.00	pc	1			
1	un	0008103	1	211mri	8/12/2011	1	13D	ITEM D¿BITO DIRETO	100.00	112211400000114		10.00	pc	1			
1	un	0008105	1	211mri	8/12/2011	1	13D	ITEM D¿BITO DIRETO	100.00	112211400000114	010702010000201	10.00	pc	1			
1	5	0076316	70	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076317	81	6123	8/12/2011	1	13f	ITEM CONTROLE TOTAL	104.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076317	81	6123	8/12/2011	2	13d	ITEM D¿BITO DIRETO	102.00	112110500000105	010701010000101	1.00	pc	1			
1	5	0076317	81	6123	8/12/2011	3	DD	Material D.Direto - TRIBUTADO	103.00	112110500000105	010701010000101	1.00	pc	0			
1	5	0076317	81	6123	8/12/2011	4	13t	ITEM CONTROLE TOTAL	105.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076318	70	699brm	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	511110100000101	010702010000201	1.00	KG	1			
1	5	0076318	70	699brm	8/12/2011	2	13f	ITEM CONTROLE TOTAL	104.00	511110100000101	010702010000201	1.00	KG	1			
1	5	0076318	70	699brm	8/12/2011	3	13t	ITEM CONTROLE TOTAL	105.00	511110100000101	010702010000201	1.00	KG	1			
1	5	0076319	70	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076319	70	6123	8/12/2011	2	13f	ITEM CONTROLE TOTAL	104.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076320	81	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076320	81	6123	8/12/2011	2	13f	ITEM CONTROLE TOTAL	104.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076321	70	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076321	70	6123	8/12/2011	2	13f	ITEM CONTROLE TOTAL	104.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076322	81	6123	8/12/2011	1	13C	ITEM CONTROLE CONSIGNADO	1010.00	112110500000105	010701010000101	10.00	KG	1			
1	5	0076322	81	6123	8/12/2011	2	13T	ITEM CONTROLE TOTAL	1050.00	112110500000105	010701010000101	10.00	KG	1			
1	5	0076322	81	6123	8/12/2011	3	13F	ITEM CONTROLE TOTAL	1040.00	112110500000105	010701010000101	10.00	KG	1			
1	5	0076323	81	6123	8/12/2011	1	P2	ITEM COMPOSTO - PAI N?O BAIXA ESTOQUE -  FILHOS BAIXAM	1296.00	112110500000105	010701010000101	2.00	KG	0			
1	5	0076323	81	6123	8/12/2011	2	P1	ITEM COMPOSTO - PAI BAIXA ESTOQUE - FILHOS N?O	1284.00	112110500000105	010701010000101	2.00	KG	0			
1	5	0076324	81	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076324	81	6123	8/12/2011	2	13f	ITEM CONTROLE TOTAL	208.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076324	81	6123	8/12/2011	3	13t	ITEM CONTROLE TOTAL	315.00	112110500000105	010701010000101	3.00	KG	1			
1	5	0076325	13	611-IE	8/12/2011	1	FB2	ITEM COMPONENTE 2 - BAIXA ESTOQUE	5600.00	112110500000105	010701010000101	100.00	M	0			
1	5	0076326	70	699brm	8/12/2011	1	13t	ITEM CONTROLE TOTAL	210.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076326	70	699brm	8/12/2011	2	13f	ITEM CONTROLE TOTAL	312.00	511110100000101	010702010000201	3.00	KG	1			
1	5	0076326	70	699brm	8/12/2011	3	13f	ITEM CONTROLE TOTAL	208.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076327	70	6123	8/12/2011	1	13C	ITEM CONTROLE CONSIGNADO	202.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076327	70	6123	8/12/2011	2	13F	ITEM CONTROLE TOTAL	208.00	112110500000105	010701010000101	2.00	KG	1			
1	5	0076328	70	699BRM	8/12/2011	1	13C	ITEM CONTROLE CONSIGNADO	101.00	511110100000101	010702010000201	1.00	KG	1			
1	5	0076328	70	699BRM	8/12/2011	2	13F	ITEM CONTROLE TOTAL	208.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0076328	70	699BRM	8/12/2011	3	13FF	ITEM CONTROLE FISICO	39.39	511110100000101	010702010000201	3.00	KG	1			
1	5	0076329	1	6123	8/12/2011	1	DD	Material D.Direto - TRIBUTADO	94.42	112110500000105	010701010000101	1.00	pc	0			
1	5	0076329	1	6123	8/12/2011	2	13C	ITEM CONTROLE CONSIGNADO	92.59	112110500000105	010701010000101	1.00	KG	1			
1	5	0076329	1	6123	8/12/2011	3	13D	ITEM D¿BITO DIRETO	93.50	112110500000105	010701010000101	1.00	pc	1			
1	5	0076330	70	699brm	8/12/2011	1	13ff	ITEM CONTROLE FISICO	26.26	511110100000101	010702010000201	2.00	KG	1			
1	5	0076330	70	699brm	8/12/2011	2	13f	ITEM CONTROLE TOTAL	312.00	511110100000101	010702010000201	3.00	KG	1			
1	5	0076330	70	699brm	8/12/2011	3	13c	ITEM CONTROLE CONSIGNADO	404.00	511110100000101	010702010000201	4.00	KG	1			
1	5	0076331	70	6123	8/12/2011	1	DD	Material D.Direto - TRIBUTADO	257.10	112110500000105	010701010000101	2.00	pc	0			
1	5	0076331	70	6123	8/12/2011	2	13D	ITEM D¿BITO DIRETO	306.00	112110500000105	010701010000101	3.00	pc	1			
1	5	0076332	14	7111	8/12/2011	1	ABJC-100	ALAVANCA COM BOTAO MONTADO	236.75	112110500000105	010701010000101	5.00	pc	1			
1	5	0076333	1	6123	8/12/2011	1	DD	Material D.Direto - TRIBUTADO	94.42	112110500000105	010701010000101	1.00	pc	0			
1	5	0076334	1	6123	8/12/2011	1	13t	ITEM CONTROLE TOTAL	96.25	112110500000105	010701010000101	1.00	KG	1			
1	5	0076335	13	611EFF	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	10100.00	112110500000105	010701010000101	100.00	KG	1			
1	5	0076336	12704	511eff	8/12/2011	1	.comprasdd	.Compras DEbito Direto - Projeto 87	4.00	112110500000105	010701010000101	2.00	pc	1			
1	5	0076337	13	699EFR	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	1010.00	511110100000101	010702010000201	10.00	KG	1			
1	5	0076338	70	6123	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	101.00	112110500000105	010701010000101	1.00	KG	1			
1	5	0076339	13	699efr	8/12/2011	1	13c	ITEM CONTROLE CONSIGNADO	2020.00	511110100000101	010702010000201	20.00	KG	1			
1	5	0076340	12704	511eff	8/12/2011	1	.comprasdd	.Compras DEbito Direto - Projeto 87	4.00	112110500000105	010701010000101	2.00	pc	1			
1	5	0076341	1	6123	8/12/2011	1	13C	ITEM CONTROLE CONSIGNADO	92.59	112110500000105	010701010000101	1.00	KG	1			
1	5	0076342	13	611-IE	8/12/2011	1	FB2	ITEM COMPONENTE 2 - BAIXA ESTOQUE	560.00	112110500000105	010701010000101	10.00	M	0			
1	5	0076343	14	7111	8/12/2011	1	ABJC-100	ALAVANCA COM BOTAO MONTADO	331.45	112110500000105	010701010000101	7.00	pc	1			
1	un	0120811	12704	111eff	8/12/2011	1	.COMPRASCN	.Compras - Item para Contrato Projeto 87	2500.00	413050100000502	010701010000101	250.00	pc	1			
1	un	0120811	12704	111efr	8/12/2011	2	.COMPRASCN	.Compras - Item para Contrato Projeto 87	0.00	413050100000502	010701010000101	200.00	pc	1			
1	un	0120812	12704	111eff	8/12/2011	1	.compras	.Compras - Projeto 87	50.00	413050100000502	010701010000101	5.00	PC	1			
1	un	0120812	12704	111efr	8/12/2011	2	.COMPRASCN	.Compras - Item para Contrato Projeto 87	0.00	413050100000502	010701010000101	50.00	pc	1			
1	1	12345678	12704	111EFR	8/12/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100000.00	pc	1			
1	UN	9120812	12704	111EFR	8/12/2011	1	.compras	.Compras - Projeto 87	0.00	413050100000502	010701010000101	5.00	pc	1			
1	11	0290852	13	699sta	8/15/2011	1	.compras	.Compras - Projeto 87	640.00			4.00	pc	1			
1	11	0290852	13	699sta	8/15/2011	2	.DANF-e	.DANF-e	1890.00			10.00	KG	0			
1	11	0290853	1	699sta	8/15/2011	1	40f	ITEM CONTROLE F?SICO	187.92			5.00	KG	0			
