0440869         -1     -    75342          36.812,48           36.812,48           36.812,48              607,41            2.797,75
0440870         -1     -    75342          34.977,32           34.977,32           34.977,32              577,13            2.658,28
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     10


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS ENTRADAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0060684         -11    -    77533          10.923,07           10.402,92           10.402,92              171,65              790,62
0133822         -2     -    73699          25.776,28           24.548,84           24.548,84              405,06            1.865,71
0008099         -1     -    76493           3.588,00                0,00                0,00               51,48              237,12
0442445         -1     -    75342          37.022,45           37.022,45           37.022,45              610,87            2.813,71
0036194         -3     -    77988           1.687,46            1.607,10            1.607,10               26,51              122,14
0036195         -3     -    77988           3.803,44            3.622,32            3.622,32               59,77              275,30
0036290         -3     -    77988           5.375,85            5.119,85            5.119,85               84,48              389,11
0048976         -1     -    74804           4.748,91            4.748,91            4.748,91               78,36              360,91
0048977         -1     -    74804             145,85              145,85              145,85                2,40               11,09
0048978         -1     -    74804           3.451,20            3.451,20            3.451,20               56,94              262,29
0048979         -1     -    74804          15.879,64           15.879,64           15.879,64              262,01            1.206,85
0048980         -1     -    74804           4.115,88            4.115,88            4.115,88               67,91              312,81
0048981         -1     -    74804           4.081,35            4.081,35            4.081,35               67,34              310,18
0048994         -1     -    74804          79.921,60           79.921,60           79.921,60            1.318,70            6.074,04
0048995         -1     -    74804             866,43              866,43              866,43               14,30               65,85
0048996         -1     -    74804           8.465,68            8.465,68            8.465,68              139,68              643,39
0048997         -1     -    74804          17.185,74           17.185,74           17.185,74              283,57            1.306,11
0048998         -1     -    74804          13.158,27           13.158,27           13.158,27              217,11            1.000,02
2112                                    1.454.716,61        1.433.361,61        1.433.361,61           23.701,96          109.172,63
COMPRA DE INSUMOS

2.101      TOTAL                        1.454.716,61        1.433.361,61        1.433.361,61           23.701,96          109.172,63
COMPRA DE INSUMOS

0001136         -1     -        1             120,00              120,00              120,00                1,98                9,12
2121                                          120,00              120,00              120,00                1,98                9,12
COMPRA P/COMERCIALIZACAO

2.102      TOTAL                              120,00              120,00              120,00                1,98                9,12
COMPRA PARA COMERCIALIZACAO

0006851         -1     -    12890              28,99                0,00                0,00                0,00                0,00
29713                                          28,99                0,00                0,00                0,00                0,00


0000303         -      -    77720              43,34                0,00                0,00                0,00                0,00
29715                                          43,34                0,00                0,00                0,00                0,00


2.407      TOTAL                               72,33                0,00                0,00                0,00                0,00
COMPRA MAT/ USO OU CONSUMO - ST

0051917         -1     -    51917           1.500,00                0,00                0,00                0,00                0,00
2971                                        1.500,00                0,00                0,00                0,00                0,00


0423232         -1     -    71445             899,00                0,00                0,00                0,00                0,00
0000563         -1     -    78685             525,00                0,00                0,00                0,00                0,00
29710                                       1.424,00                0,00                0,00                0,00                0,00


0003305         -2     -    78054               3,56                0,00                0,00                0,00                0,00
0000230         -      -    78712             150,00                0,00                0,00                0,00                0,00


-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     11


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS ENTRADAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

29714                                         153,56                0,00                0,00                0,00                0,00


2.556      TOTAL                            3.077,56                0,00                0,00                0,00                0,00
COMPRA MAT/ USO OU CONSUMO

0000531         -1     -    78149             700,00                0,00                0,00                0,00                0,00
0015141         -1     -    75793             437,34                0,00                0,00                0,00                0,00
0000319         -2     -    76166             493,00                0,00                0,00                0,00                0,00
0015822         -1     -    75793             662,88                0,00                0,00                0,00                0,00
0001370         -1     -    78304             100,00                0,00                0,00                0,00                0,00
265122                                      2.393,22                0,00                0,00                0,00                0,00


0003466         -1     -    78186              95,58                0,00                0,00                0,00                0,00
0001583         -1     -    78013             163,56                0,00                0,00                0,00                0,00
0970205         -2     -    75814              93,02                0,00                0,00                0,00                0,00
0000411         -1     -    75725             556,02                0,00                0,00                0,00                0,00
26553                                         908,18                0,00                0,00                0,00                0,00


2.653      TOTAL                            3.301,40                0,00                0,00                0,00                0,00
COMPRA DE COMBUSTIVEL

0035577         -3     -    77988               2,39                0,00                0,00                0,00                0,00
299111                                          2,39                0,00                0,00                0,00                0,00


2.911      TOTAL                                2,39                0,00                0,00                0,00                0,00
AMOSTRA GRATIS

0047119         -1     -    74804             420,00                0,00                0,00                0,00                0,00
0048777         -1     -    74804             630,00                0,00                0,00                0,00                0,00
0006325         -1     -    78120             560,00                0,00                0,00                0,00                0,00
0048931         -1     -    74804           1.050,00                0,00                0,00                0,00                0,00
0048982         -1     -    74804             280,00                0,00                0,00                0,00                0,00
299941                                      2.940,00                0,00                0,00                0,00                0,00


2.920      TOTAL                            2.940,00                0,00                0,00                0,00                0,00
ENTRADA DE EMBALAGENS

0001254         -1     -       13           4.570,00            4.570,00            4.570,00                0,00                0,00
2903                                        4.570,00            4.570,00            4.570,00                0,00                0,00
Serviço Entrada

0001001         -1     -       13          50.000,00           50.000,00           50.000,00              825,00            3.800,00
0001006         -1     -       13           5.500,00            5.500,00            5.500,00                0,00                0,00
0001241         -1     -       13           5.600,00            5.600,00            5.600,00               92,40              425,60
0012157         -1     -       13           2.789,00            2.789,00            2.789,00                0,00                0,00
0014523         -1     -       13           6.000,00            6.000,00            6.000,00                0,00                0,00
0014856         -1     -       13          15.000,00           15.000,00           15.000,00              247,50            1.140,00
2933                                       84.889,00           84.889,00           84.889,00            1.164,90            5.365,60
Serviço Entrada

-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     12


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS ENTRADAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0004578         -1     -       13          12.730,00           12.730,00           12.730,00              106,92              492,48
0014578         -1     -       13           2.800,00            2.800,00            2.800,00                0,00                0,00
2955                                       15.530,00           15.530,00           15.530,00              106,92              492,48
Serviço Entrada

2.933      TOTAL                          104.989,00          104.989,00          104.989,00            1.271,82            5.858,08
AQUISICAO SERV. TRIB. ISS

2.000         TOTAL                     1.569.219,29        1.538.470,61        1.538.470,61           24.975,76          115.039,83


1052011         -5     -       14           1.100,00                0,00                0,00                0,00                0,00
2052011         -5     -       14           1.000,00                0,00                0,00                0,00                0,00
3052011         -5     -       14           1.000,00                0,00                0,00                0,00                0,00
311a                                        3.100,00                0,00                0,00                0,00                0,00
COMPRA DE INSUMO - IMPORTADO

3.101      TOTAL                            3.100,00                0,00                0,00                0,00                0,00
COMPRA DE INSUMOS

0001623         -1     -       14             195,00                0,00                0,00                0,00                0,00
3911                                          195,00                0,00                0,00                0,00                0,00


0001054         -1     -       14             220,00                0,00                0,00                0,00                0,00
3911OS                                        220,00                0,00                0,00                0,00                0,00


3.551      TOTAL                              415,00                0,00                0,00                0,00                0,00
Compra ativo

3.000         TOTAL                         3.515,00                0,00                0,00                0,00                0,00


Total Entradas                          2.911.572,82        2.466.461,75        2.466.461,75           43.633,74          200.978,51



                                                   APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL  


0075148         -5     -    53259           2.099,08            2.099,08            2.099,08               34,63              159,53
0075406         -5     -    17652             235,00              235,00              235,00                3,88               17,86
0075639         -5     -    56230             544,30              544,30              544,30                8,98               41,38
0075640         -5     -    56230             294,50              294,50              294,50                4,86               22,38
0075641         -5     -    57245             164,00              164,00              164,00                2,71               12,46
0075642         -5     -    52435             201,15              201,15              201,15                3,32               15,29
0075717         -5     -    53953             256,50              256,50              256,50                4,23               19,49
51111                                       3.794,53            3.794,53            3.794,53               62,61              288,39
VENDA DE PRODUTOS

0075141         -5     -    18361           2.608,00            2.608,00            2.608,00               43,04              198,21
0075304         -5     -    18806           5.252,85            5.252,85            5.252,85               86,67              399,22
0075378         -5     -    18848             690,00              690,00              690,00               11,39               52,44
0075407         -5     -    17652              65,00               65,00               65,00                1,07                4,94
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     13


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075756         -5     -    18806           1.848,00            1.848,00            1.848,00               30,49              140,45
0075757         -5     -    18806          15.648,60           15.648,60           15.648,60              258,20            1.189,29
511118                                     26.112,45           26.112,45           26.112,45              430,86            1.984,55
VENDA DE PRODUTOS

0075125         -5     -    16015           1.127,00            1.062,00            1.062,00               17,52               80,72
0075127         -5     -    18591           2.892,91            2.706,00            2.706,00               44,64              205,66
0075129         -5     -    17015           3.486,14            3.285,10            3.285,10               54,21              249,65
0075130         -5     -    12367             315,12              296,95              296,95                4,90               22,57
0075132         -5     -    12367           1.534,75            1.446,24            1.446,24               23,86              109,92
0075133         -5     -    12367             154,64              145,72              145,72                2,40               11,07
0075134         -5     -    12367             881,18              830,36              830,36               13,70               63,11
0075136         -5     -    12367           1.132,10            1.066,82            1.066,82               17,60               81,08
0075137         -5     -    12367          22.148,77           20.871,46           20.871,46              344,38            1.586,25
0075138         -5     -    17526             112,44               99,26               99,26                1,65                7,54
0075142         -5     -    17752           3.690,09            3.477,28            3.477,28               57,37              264,27
0075144         -5     -    14317           3.322,42            3.130,82            3.130,82               51,68              237,94
0075145         -5     -    15511           2.091,64            1.971,01            1.971,01               32,52              149,80
0075146         -5     -    18614           1.616,26            1.523,05            1.523,05               25,13              115,75
0075147         -5     -    18614           8.617,40            8.120,43            8.120,43              133,99              617,15
0075150         -5     -     1302          15.414,49           14.525,52           14.525,52              239,68            1.103,92
0075151         -5     -    12943           1.525,99            1.437,99            1.437,99               23,73              109,29
0075152         -5     -    12943           3.755,17            3.538,61            3.538,61               58,38              268,94
0075156         -5     -    12943             980,36              923,83              923,83               15,24               70,21
0075159         -5     -    12943             657,48              619,56              619,56               10,22               47,09
0075162         -5     -    12943           5.479,65            5.163,63            5.163,63               85,20              392,43
0075163         -5     -    12943             390,98              368,43              368,43                6,08               28,00
0075165         -5     -      769             585,51              551,74              551,74                9,10               41,93
0075166         -5     -      539             286,52              270,00              270,00                4,46               20,52
0075167         -5     -      690             762,65              718,66              718,66               11,86               54,62
0075168         -5     -      690           1.991,77            1.876,90            1.876,90               30,97              142,64
0075170         -5     -      690          11.029,24           10.393,18           10.393,18              171,50              789,88
0075171         -5     -     9608           1.529,19            1.441,00            1.441,00               23,78              109,52
0075172         -5     -    12435           5.376,95            5.066,84            5.066,84               83,61              385,08
0075173         -5     -    12066           5.874,83            5.536,02            5.536,02               91,33              420,74
0075175         -5     -     1489           2.031,64            1.914,48            1.914,48               31,59              145,50
0075177         -5     -      273             985,13              928,32              928,32               15,32               70,55
0075212         -5     -     9920           1.233,11            1.162,00            1.162,00               19,17               88,31
0075213         -5     -     9920           1.063,32            1.002,00            1.002,00               16,53               76,15
0075214         -5     -     9920           2.696,50            2.541,00            2.541,00               41,93              193,11
0075215         -5     -    18783             413,94              381,19              381,19                6,29               28,97
0075216         -5     -    18783           3.496,58            3.294,93            3.294,93               54,37              250,41
0075217         -5     -    18783           4.325,85            4.076,38            4.076,38               67,26              309,81
0075218         -5     -    13513             596,95              562,52              562,52                9,28               42,76
0075219         -5     -    13513           1.482,89            1.397,37            1.397,37               23,05              106,19
0075220         -5     -    18766           1.459,71            1.375,52            1.375,52               22,70              104,54
0075221         -5     -    14963           3.606,74            3.398,73            3.398,73               56,08              258,29
0075223         -5     -    15414             963,44              907,88              907,88               14,98               69,00
0075224         -5     -    15414           2.365,54            2.229,12            2.229,12               36,78              169,41
0075225         -5     -    13094             819,25              772,00              772,00               12,74               58,67
0075226         -5     -    13094           2.831,79            2.668,47            2.668,47               44,03              202,81
0075227         -5     -    18391           1.882,82            1.774,23            1.774,23               29,26              134,83
0075228         -5     -    11868           2.657,10            2.503,86            2.503,86               41,32              190,29
0075229         -5     -    18179           3.838,50            3.617,13            3.617,13               59,68              274,90
0075230         -5     -    18126           1.250,09            1.178,00            1.178,00               19,44               89,53
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     14


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075231         -5     -      415           6.802,65            6.410,33            6.410,33              105,77              487,20
0075232         -5     -    10259           4.170,04            3.928,93            3.928,93               64,82              298,59
0075234         -5     -     1448           1.357,02            1.278,76            1.278,76               21,10               97,19
0075238         -5     -     1327           2.111,05            1.989,31            1.989,31               32,83              151,19
0075240         -5     -    16577          11.521,96           10.857,47           10.857,47              179,14              825,16
0075257         -5     -    11972           4.822,02            4.543,93            4.543,93               74,97              345,35
0075260         -5     -    19065           8.957,62            8.441,02            8.441,02              139,28              641,51
0075261         -5     -    19025           1.118,50            1.054,00            1.054,00               17,39               80,10
0075262         -5     -     9666           5.457,78            5.143,02            5.143,02               84,83              390,85
0075263         -5     -    10302           3.247,40            3.060,11            3.060,11               50,49              232,56
0075264         -5     -    12874           1.955,50            1.842,72            1.842,72               30,41              140,04
0075265         -5     -    19062           3.263,88            3.064,03            3.064,03               50,55              232,87
0075266         -5     -    12705           1.131,24            1.066,00            1.066,00               17,59               81,02
0075267         -5     -    19024           1.969,76            1.854,00            1.854,00               30,59              140,90
0075270         -5     -     9463           3.524,54            3.321,28            3.321,28               54,81              252,41
0075271         -5     -    10762           2.296,43            2.164,00            2.164,00               35,70              164,47
0075273         -5     -    19088             956,05              900,91              900,91               14,87               68,47
0075274         -5     -    19005           2.931,64            2.762,57            2.762,57               45,57              209,96
0075275         -5     -    12739           2.823,58            2.660,74            2.660,74               43,92              202,21
0075276         -5     -     9738           2.248,69            2.119,00            2.119,00               34,97              161,05
0075277         -5     -     5022           1.135,12            1.069,66            1.069,66               17,65               81,29
0075278         -5     -     9650             652,66              615,03              615,03               10,15               46,75
0075279         -5     -    12981           4.960,98            4.674,88            4.674,88               77,14              355,29
0075281         -5     -     4620           2.078,39            1.958,52            1.958,52               32,32              148,85
0075282         -5     -     9683           5.381,25            5.070,92            5.070,92               83,68              385,40
0075284         -5     -      529           5.102,02            4.807,77            4.807,77               79,30              365,35
0075286         -5     -    16649           1.185,57            1.117,20            1.117,20               18,44               84,90
0075293         -5     -    12995           2.978,17            2.806,41            2.806,41               46,31              213,28
0075294         -5     -    12995           2.214,71            2.086,98            2.086,98               34,44              158,61
0075295         -5     -    12995           2.290,36            2.158,28            2.158,28               35,61              164,04
0075296         -5     -    12995           1.099,49            1.036,09            1.036,09               17,09               78,74
0075297         -5     -    12995           6.164,61            5.809,10            5.809,10               95,84              441,50
0075301         -5     -    12995           5.230,23            4.928,60            4.928,60               81,31              374,58
0075302         -5     -      242           1.227,97            1.156,20            1.156,20               19,07               87,87
0075303         -5     -     1430           2.874,15            2.708,39            2.708,39               44,69              205,85
0075306         -5     -      690             828,45              780,67              780,67               12,88               59,33
0075307         -5     -      690           9.500,10            8.952,24            8.952,24              147,73              680,38
0075309         -5     -     9540          11.971,69           11.281,28           11.281,28              186,13              857,36
0075311         -5     -      273           1.452,74            1.368,96            1.368,96               22,59              104,04
0075340         -5     -    12995           2.618,54            2.467,52            2.467,52               40,71              187,53
0075342         -5     -    13784             389,14              366,70              366,70                6,05               27,87
0075343         -5     -      251           4.176,53            3.935,67            3.935,67               64,94              299,11
0075345         -5     -     1423             902,62              850,56              850,56               14,03               64,64
0075346         -5     -     1423           1.878,45            1.770,12            1.770,12               29,21              134,53
0075347         -5     -    15541           1.337,15            1.260,04            1.260,04               20,79               95,76
0075348         -5     -    10142           5.596,13            5.273,40            5.273,40               87,01              400,79
0075350         -5     -    18215           3.667,91            3.456,38            3.456,38               57,03              262,69
0075352         -5     -     9690              38,73               34,20               34,20                0,56                2,60
0075354         -5     -     9690             754,24              710,74              710,74               11,73               54,02
0075356         -5     -    14836           6.672,88            6.288,05            6.288,05              103,76              477,90
0075357         -5     -    15638             506,45              477,24              477,24                7,87               36,27
0075358         -5     -    15638           2.891,15            2.724,41            2.724,41               44,94              207,06
0075360         -5     -    17978           1.827,04            1.702,00            1.702,00               28,09              129,35
0075361         -5     -    18134             775,73              731,00              731,00               12,06               55,55
0075362         -5     -     8491           1.014,51              956,00              956,00               15,77               72,65
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     15


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075363         -5     -    10773           3.218,88            3.033,24            3.033,24               50,05              230,53
0075364         -5     -    17403           2.340,90            2.205,90            2.205,90               36,40              167,64
0075367         -5     -     9813           1.493,32            1.407,19            1.407,19               23,23              106,94
0075368         -5     -     9813           1.316,73            1.240,79            1.240,79               20,47               94,30
0075371         -5     -    11450           4.043,18            3.810,00            3.810,00               62,87              289,56
0075372         -5     -    13784             790,39              744,80              744,80               12,29               56,60
0075374         -5     -      251          15.377,57           14.490,74           14.490,74              239,11            1.101,27
0075377         -5     -     8362             182,05              171,55              171,55                2,83               13,04
0075382         -5     -    11622           2.419,73            2.280,18            2.280,18               37,62              173,29
0075383         -5     -    11622             806,58              760,06              760,06               12,54               57,76
0075384         -5     -    11622           1.807,57            1.703,33            1.703,33               28,11              129,46
0075387         -5     -    11622           1.951,99            1.831,57            1.831,57               30,23              139,19
0075390         -5     -    18278           3.701,61            3.488,13            3.488,13               57,55              265,11
0075391         -5     -    18278           2.134,90            2.011,78            2.011,78               33,19              152,90
0075392         -5     -     6204           2.790,23            2.629,32            2.629,32               43,38              199,83
0075393         -5     -     6204          12.741,47           12.006,66           12.006,66              198,11              912,51
0075394         -5     -     6204             563,33              530,84              530,84                8,76               40,34
0075395         -5     -     6794           4.907,82            4.624,78            4.624,78               76,32              351,49
0075396         -5     -    14802           1.087,08            1.024,39            1.024,39               16,91               77,85
0075397         -5     -     6867             697,97              657,72              657,72               10,85               49,99
0075398         -5     -      121             390,74              368,21              368,21                6,08               27,98
0075400         -5     -    18317             797,40              751,42              751,42               12,40               57,11
0075401         -5     -    18317           3.660,52            3.449,41            3.449,41               56,92              262,15
0075402         -5     -    18317           1.467,78            1.383,14            1.383,14               22,82              105,12
0075403         -5     -    11526             258,64              228,34              228,34                3,77               17,35
0075411         -5     -    14895             900,46              841,45              841,45               13,88               63,95
0075412         -5     -    14895             696,99              656,79              656,79               10,84               49,91
0075415         -5     -    11622           9.666,33            9.018,91            9.018,91              148,82              685,44
0075417         -5     -     9179          23.043,07           21.628,26           21.628,26              356,88            1.643,75
0075418         -5     -      204          12.171,72           11.469,77           11.469,77              189,24              871,68
0075419         -5     -    17955             648,52              611,12              611,12               10,08               46,45
0075420         -5     -    17955          13.219,76           12.457,37           12.457,37              205,55              946,76
0075422         -5     -     1130           4.541,27            4.279,36            4.279,36               70,61              325,23
0075423         -5     -     1130           1.130,56            1.065,37            1.065,37               17,57               80,96
0075425         -5     -    17518             719,90              678,38              678,38               11,20               51,56
0075427         -5     -    11171             702,22              645,12              645,12               10,65               49,02
0075429         -5     -     8686           2.459,90            2.318,04            2.318,04               38,25              176,18
0075430         -5     -      107           2.300,25            2.167,60            2.167,60               35,77              164,74
0075432         -5     -    12783             720,27              678,73              678,73               11,20               51,58
0075433         -5     -    12783              38,50               33,99               33,99                0,56                2,58
0075434         -5     -    12783              12,84               11,33               11,33                0,19                0,86
0075435         -5     -    12783             867,30              817,28              817,28               13,49               62,11
0075436         -5     -    12783             451,22              425,19              425,19                7,02               32,31
0075437         -5     -    12783           1.854,10            1.725,15            1.725,15               28,46              131,11
0075438         -5     -    12783             329,17              310,18              310,18                5,12               23,57
0075439         -5     -    12783           1.984,21            1.869,78            1.869,78               30,85              142,11
0075440         -5     -    12783           1.900,99            1.791,36            1.791,36               29,55              136,14
0075441         -5     -    12783             534,42              503,60              503,60                8,31               38,27
0075448         -5     -    12783           2.980,56            2.785,54            2.785,54               45,95              211,73
0075449         -5     -    12783           2.404,01            2.265,36            2.265,36               37,38              172,17
0075451         -5     -    12783           1.138,19            1.072,55            1.072,55               17,70               81,51
0075452         -5     -    12783             676,81              637,78              637,78               10,52               48,47
0075453         -5     -    12783           6.012,71            5.665,95            5.665,95               93,49              430,61
0075454         -5     -    12783             343,96              324,12              324,12                5,35               24,63
0075457         -5     -     2356           8.518,65            8.027,35            8.027,35              132,45              610,06
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     16


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075458         -5     -    15267           1.678,85            1.582,02            1.582,02               26,11              120,23
0075520         -5     -     8362           1.295,82            1.221,08            1.221,08               20,15               92,80
0075521         -5     -     8362             715,36              674,11              674,11               11,12               51,23
0075522         -5     -    15418           2.467,81            2.325,49            2.325,49               38,37              176,75
0075523         -5     -    10193           8.023,29            7.560,57            7.560,57              124,76              574,60
0075524         -5     -     6614           2.857,84            2.693,04            2.693,04               44,43              204,67
0075526         -5     -    18310             864,44              814,59              814,59               13,44               61,91
0075528         -5     -    12419           1.280,70            1.206,84            1.206,84               19,92               91,72
0075530         -5     -    18466           2.620,00            2.468,92            2.468,92               40,74              187,64
0075531         -5     -      372          12.107,50           11.407,89           11.407,89              188,22              866,98
0075532         -5     -      339           1.013,93              955,45              955,45               15,76               72,62
0075533         -5     -    11495          10.211,72            9.622,79            9.622,79              158,78              731,33
0075534         -5     -    13454           3.531,73            3.328,06            3.328,06               54,93              252,93
0075536         -5     -      121           1.002,14              944,35              944,35               15,58               71,77
0075537         -5     -     2308             613,58              578,20              578,20                9,54               43,94
0075539         -5     -    14895           3.028,43            2.830,70            2.830,70               46,71              215,14
0075540         -5     -     2498           2.177,54            2.051,96            2.051,96               33,86              155,95
0075542         -5     -     5972           3.843,26            3.613,73            3.613,73               59,62              274,65
0075543         -5     -    17714           1.597,58            1.505,45            1.505,45               24,84              114,41
0075546         -5     -    11972           3.616,79            3.408,20            3.408,20               56,24              259,01
0075577         -5     -    12287             140,05              131,98              131,98                2,18               10,03
0075579         -5     -    19105             262,61              247,46              247,46                4,08               18,81
0075587         -5     -    19105           1.129,18            1.064,06            1.064,06               17,56               80,87
0075588         -5     -    19105           1.958,79            1.845,83            1.845,83               30,46              140,28
0075589         -5     -    19105           5.740,26            5.409,21            5.409,21               89,27              411,10
0075591         -5     -    12645             110,87              104,48              104,48                1,72                7,94
0075592         -5     -    12645           2.651,28            2.498,38            2.498,38               41,23              189,88
0075595         -5     -    12645           2.489,83            2.346,24            2.346,24               38,71              178,31
0075598         -5     -    12645           7.263,31            6.844,42            6.844,42              112,94              520,17
0075599         -5     -    12645             858,80              809,27              809,27               13,35               61,50
0075600         -5     -    12645             603,01              568,23              568,23                9,38               43,19
0075602         -5     -    12645           1.049,43              988,90              988,90               16,31               75,16
0075603         -5     -    12645             555,35              523,32              523,32                8,63               39,77
0075607         -5     -    74137             379,31              357,44              357,44                5,90               27,17
0075610         -5     -    74137           5.734,42            5.403,73            5.403,73               89,17              410,67
0075611         -5     -    74137             519,37              489,42              489,42                8,08               37,20
0075612         -5     -    74137             569,94              537,07              537,07                8,86               40,82
0075615         -5     -    74137             521,31              491,24              491,24                8,11               37,33
0075620         -5     -    12806           2.133,86            2.010,80            2.010,80               33,18              152,82
0075622         -5     -    12806           2.377,00            2.239,92            2.239,92               36,96              170,23
0075623         -5     -    12711           2.675,61            2.521,30            2.521,30               41,60              191,62
0075630         -5     -    12711           2.472,32            2.329,75            2.329,75               38,44              177,06
